,hydrogen_cost_(£/kWh),hydrogen_subsidy_(£/kWh),hydrogen_cost+subsidy_(£/kWh),electrolysis_capacity(hydrogen)_(kW),osw_capacity_(kW),battery_capactiy_(kW),osw_elec_produced_(kWh),osw_elec_consumed_by_electrolyser_(kWh),osw_elec_exported_to_grid_(kWh),green_hydrogen_prod_(kWh),alt_hydrogen_prod_(kWh),electrolysis_cost_(£),battery_cost_(£),osw_cost_(£),electrolysis_capfactor,osw_capfactor,total_system_cost_(£),LCOE(hydrogen)_(£/kWh),LCOE(hydrogen)+subsidy_(£/kWh),LCOE(osw_elec)_(£/kWh)
0,0.044,0.0,0.044,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,0.15044273314322132,,0.0,,,
1,0.044,0.01,0.054,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
2,0.044,0.02,0.064,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
3,0.044,0.03,0.074,0.0,0.0,0.0,0.0,-3.9735960000000004e-11,0,-2.7815179999999997e-11,24000000.0,0.0,0.0,0.0,-inf,,0.0,-0.0,0.03,
4,0.044,0.04,0.08399999999999999,0.0,0.0,0.0,0.0,-3.9735960000000004e-11,0,-2.7815179999999997e-11,24000000.0,0.0,0.0,0.0,-inf,,0.0,-0.0,0.04,
5,0.044,0.05,0.094,0.0,0.0,0.0,0.0,-3.9735960000000004e-11,0,-2.7815179999999997e-11,24000000.0,0.0,0.0,0.0,-inf,,0.0,-0.0,0.05,
6,0.044,0.06,0.104,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
7,0.044,0.07,0.114,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
8,0.044,0.08,0.124,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
9,0.044,0.09,0.134,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
10,0.044,0.1,0.14400000000000002,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
11,0.044,0.11,0.154,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
12,0.044,0.12,0.16399999999999998,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
13,0.044,0.13,0.174,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
14,0.044,0.14,0.184,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
15,0.044,0.15,0.194,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
16,0.044,0.16,0.20400000000000001,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
17,0.044,0.17,0.21400000000000002,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
18,0.044,0.18,0.22399999999999998,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
19,0.044,0.19,0.23399999999999999,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
20,0.044,0.2,0.244,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
21,0.044,0.21,0.254,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
22,0.044,0.22,0.264,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
23,0.044,0.23,0.274,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
24,0.044,0.24,0.284,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
25,0.044,0.25,0.294,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
26,0.044,0.26,0.304,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
27,0.044,0.27,0.314,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
28,0.044,0.28,0.324,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
29,0.044,0.29,0.33399999999999996,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
30,0.044,0.3,0.344,0.0,0.0,0.0,0.0,-0.0,0,0.0,24000000.0,0.0,0.0,0.0,,,0.0,,,
