,hydrogen_cost_(£/kWh),hydrogen_subsidy_(£/kWh),hydrogen_cost+subsidy_(£/kWh),electrolysis_capacity(hydrogen)_(kW),osw_capacity_(kW),battery_capactiy_(kW),osw_elec_produced_(kWh),osw_elec_consumed_by_electrolyser_(kWh),osw_elec_exported_to_grid_(kWh),green_hydrogen_prod_(kWh),alt_hydrogen_prod_(kWh),electrolysis_cost_(£),battery_cost_(£),osw_cost_(£),electrolysis_capfactor,osw_capfactor,total_system_cost_(£),LCOE(hydrogen)_(£/kWh),LCOE(hydrogen)+subsidy_(£/kWh),LCOE(osw_elec)_(£/kWh)
14,0.044,0.14,0.184,611196.62,964412.82,0.0,22952220.44,22378414.92,0,14545969.66,9454030.34,392775.07,0.0,722944.28,0.9916319058941568,0.9916319012985885,1115719.35,0.07670298894326169,0.2167029889432617,0.031497792637965795
15,0.044,0.15,0.194,611196.62,964412.82,0.0,22952220.44,22378414.92,0,14545969.66,9454030.34,392775.07,0.0,722944.28,0.9916319058941568,0.9916319012985885,1115719.35,0.07670298894326169,0.22670298894326169,0.031497792637965795
16,0.044,0.16,0.20400000000000001,611989.58,965664.03,0.0,22963481.33,22389394.29,0,14553106.3,9446893.7,393284.65,0.0,723882.21,0.9908329307938001,0.9908329319083504,1117166.8599999999,0.07676483885780452,0.23676483885780453,0.031523191087507466
17,0.044,0.17,0.21400000000000002,611989.58,965664.03,0.0,22963481.33,22389394.29,0,14553106.3,9446893.7,393284.65,0.0,723882.21,0.9908329307938001,0.9908329319083504,1117166.8599999999,0.07676483885780452,0.24676483885780454,0.031523191087507466
18,0.044,0.18,0.22399999999999998,611989.58,965664.03,0.0,22963481.33,22389394.29,0,14553106.3,9446893.7,393284.65,0.0,723882.21,0.9908329307938001,0.9908329319083504,1117166.8599999999,0.07676483885780452,0.25676483885780454,0.031523191087507466
19,0.044,0.19,0.23399999999999999,612493.37,966458.97,0.0,22969840.849999998,22395594.77,0,14557136.620000001,9442863.379999999,393608.4,0.0,724478.11,0.9902921221280595,0.9902921197816946,1118086.51,0.07680676077903018,0.2668067607790302,0.03154040616698483
20,0.044,0.2,0.244,612493.37,966458.97,0.0,22969840.849999998,22395594.77,0,14557136.620000001,9442863.379999999,393608.4,0.0,724478.11,0.9902921221280595,0.9902921197816946,1118086.51,0.07680676077903018,0.2768067607790302,0.03154040616698483
21,0.044,0.21,0.254,612493.37,966458.97,0.0,22969840.849999998,22395594.77,0,14557136.620000001,9442863.379999999,393608.4,0.0,724478.11,0.9902921221280595,0.9902921197816946,1118086.51,0.07680676077903018,0.28680676077903017,0.03154040616698483
22,0.044,0.22,0.264,613196.23,967568.02,0.0,22977604.2,22403164.08,0,14562056.64,9437943.36,394060.08,0.0,725309.48,0.9894913411323485,0.9894913382937149,1119369.56,0.076868919526466,0.296868919526466,0.031565931490803556
23,0.044,0.23,0.274,613196.23,967568.02,-1.1641532e-10,22977604.2,22403164.08,0,14562056.64,9437943.36,394060.08,0.0,725309.48,0.9894913411323485,0.9894913382937149,1119369.56,0.076868919526466,0.306868919526466,0.031565931490803556
24,0.044,0.24,0.284,613196.23,967568.02,0.0,22977604.2,22403164.08,0,14562056.64,9437943.36,394060.08,0.0,725309.48,0.9894913411323485,0.9894913382937149,1119369.56,0.076868919526466,0.316868919526466,0.031565931490803556
25,0.044,0.25,0.294,613196.23,967568.02,0.0,22977604.2,22403164.08,0,14562056.64,9437943.36,394060.08,0.0,725309.48,0.9894913411323485,0.9894913382937149,1119369.56,0.076868919526466,0.326868919526466,0.031565931490803556
26,0.044,0.26,0.304,613196.23,967568.02,0.0,22977604.2,22403164.08,0,14562056.64,9437943.36,394060.08,0.0,725309.48,0.9894913411323485,0.9894913382937149,1119369.56,0.076868919526466,0.336868919526466,0.031565931490803556
27,0.044,0.27,0.314,616188.11,972288.93,0.0,23005929.66,22430781.36,0,14580007.92,9419992.08,395982.76,0.0,728848.37,0.9859007665694814,0.9859007676864119,1124831.13,0.0771488696146058,0.34714886961460584,0.03168089187316067
28,0.044,0.28,0.324,616188.11,972288.93,0.0,23005929.66,22430781.36,0,14580007.92,9419992.08,395982.76,0.0,728848.37,0.9859007665694814,0.9859007676864119,1124831.13,0.0771488696146058,0.35714886961460585,0.03168089187316067
29,0.044,0.29,0.33399999999999996,616188.11,972288.93,0.0,23005929.66,22430781.36,0,14580007.92,9419992.08,395982.76,0.0,728848.37,0.9859007665694814,0.9859007676864119,1124831.13,0.0771488696146058,0.3671488696146058,0.03168089187316067
30,0.044,0.3,0.344,616188.11,972288.93,0.0,23005929.66,22430781.36,0,14580007.92,9419992.08,395982.76,0.0,728848.37,0.9859007665694814,0.9859007676864119,1124831.13,0.0771488696146058,0.3771488696146058,0.03168089187316067
