,hydrogen_cost_(£/kWh),hydrogen_subsidy_(£/kWh),hydrogen_cost+subsidy_(£/kWh),electrolysis_capacity(hydrogen)_(kW),osw_capacity_(kW),battery_capactiy_(kW),osw_elec_produced_(kWh),osw_elec_consumed_by_electrolyser_(kWh),osw_elec_exported_to_grid_(kWh),green_hydrogen_prod_(kWh),alt_hydrogen_prod_(kWh),electrolysis_cost_(£),battery_cost_(£),osw_cost_(£),electrolysis_capfactor,osw_capfactor,total_system_cost_(£),LCOE(hydrogen)_(£/kWh),LCOE(hydrogen)+subsidy_(£/kWh),LCOE(osw_elec)_(£/kWh)
0,0.044,0.0,0.044,0.0,67000.0,0.0,6497344.6,-0.0,0,0.0,744000000.0,0.0,0.0,0.0,,0.13034313513079762,0.0,,,0.0
1,0.044,0.01,0.054,0.0,67000.0,0.0,6497344.6,-0.0,0,0.0,744000000.0,0.0,0.0,0.0,,0.13034313513079762,0.0,,,0.0
2,0.044,0.02,0.064,0.0,67000.0,0.0,6497344.6,-0.0,0,0.0,744000000.0,0.0,0.0,0.0,,0.13034313513079762,0.0,,,0.0
3,0.044,0.03,0.074,0.0,67000.0,0.0,6497344.6,-0.0,0,0.0,744000000.0,0.0,0.0,0.0,,0.13034313513079762,0.0,,,0.0
4,0.044,0.04,0.08399999999999999,5228.4375,67000.0,0.0,6497344.6,1304594.655,0,847986.52565,743152013.08,69409.011,0.0,0.0,0.2179937764487144,0.13034313513079762,69409.011,0.08185154940616125,0.12185154940616125,0.0
5,0.044,0.05,0.094,12463.771,67000.0,0.0,6497344.6,2989489.4955,0,1943168.10905,742056832.04,165460.15,0.0,0.0,0.20955015081784958,0.13034313513079762,165460.15,0.08514968377125753,0.13514968377125752,0.0
6,0.044,0.06,0.104,17406.451,67000.0,0.0,6497344.6,4017151.2235,0,2611148.3290500008,741388851.8100001,231075.64,0.0,0.0,0.20162685484555276,0.13034313513079762,231075.64,0.08849579222643049,0.1484957922264305,0.0
7,0.044,0.07,0.114,19963.125,67000.0,0.0,6497344.6,4491783.8575,0,2919659.50805,741080341.0899999,265016.23,0.0,0.0,0.19657611382613036,0.13034313513079762,265016.23,0.09076956722840625,0.16076956722840624,0.0
8,0.044,0.08,0.124,22181.25,67000.0,0.0,6497344.6,4876254.7295,0,3169565.57705,740830434.4399999,294462.47,0.0,0.0,0.1920617091623568,0.13034313513079762,294462.47,0.09290310070633216,0.17290310070633216,0.0
9,0.044,0.09,0.134,23607.188,67000.0,0.0,6497344.6,5103714.1365,0,3317414.24405,740682585.57,313392.2,0.0,0.0,0.18887849382867755,0.13034313513079762,313392.2,0.09446881726094035,0.18446881726094033,0.0
10,0.044,0.1,0.14400000000000002,24240.938,67000.0,0.0,6497344.6,5198321.6035,0,3378909.0950499997,740621090.73,321805.42,0.0,0.0,0.18735019587913992,0.13034313513079762,321805.42,0.09523944295258942,0.19523944295258944,0.0
11,0.044,0.11,0.154,25350.0,67000.0,0.0,6497344.6,5349202.8535,0,3476981.86405,740523018.15,336528.54,0.0,0.0,0.1843535589939768,0.13034313513079762,336528.54,0.09678754539375435,0.20678754539375435,0.0
