,elec_cost_(£/kWh),hydrogen_cost_(£/kWh),hydrogen_subsidy_(£/kWh),hydrogen_cost+subsidy_(£/kWh),electrolysis_capacity(hydrogen)_(kW),electrolysis_capacity(elec)_(kW),osw_capacity_(kW),battery_capactiy_(kW),osw_elec_produced_(kWh),osw_elec_consumed_by_electrolyser_(kWh),osw_elec_exported_to_grid_(kWh),green_hydrogen_prod_(kWh),alt_hydrogen_prod_(kWh),electrolysis_cost_(£),battery_cost_(£),osw_cost_(£),electrolysis_capfactor,osw_capfactor,total_system_cost_(£),LCOE(hydrogen)_(£/kWh),LCOE(osw_elec)_(£/kWh),LCOE(system)_(£/kWh),LCOE(system)+subsidy_(£/kWh)
10,0.065,0.065,0.05,0.10800000000000001,609849.42,871213.4571428573,1000000.0,0.0,5369980543.002,5198733694.142,171246858.41099998,3639113581.238,5120886418.540001,25288091.0,0.0,199117770.0,0.681190981207883,0.6130114775310502,224405861.0,0.0069489699718020825,0.03707979356824382,0.05889360456951198,0.10889360456951198
11,0.065,0.065,0.055,0.113,637813.15,911161.642857143,1000000.0,0.0,5369980543.002,5282138235.132,87842311.49000001,3697496755.5280004,5062503244.2699995,26447639.0,0.0,199117770.0,0.6617748014796724,0.6130114775310502,225565409.0,0.007152849819397148,0.03707979356824382,0.05958922173323169,0.11458922173323169
12,0.065,0.065,0.06,0.118,652773.0,932532.8571428572,1000000.0,0.0,5369980543.002,5317642799.342,52337739.111,3722349967.068,5037650032.74,27067965.0,0.0,199117770.0,0.6509549189801006,0.6130114775310502,226185735.0,0.0072717410344199165,0.03707979356824382,0.05992170812693823,0.11992170812693823
13,0.065,0.065,0.065,0.123,661278.68,944683.8285714287,1000000.0,0.0,5369980543.002,5334475106.422001,35505431.434999995,3734132582.128,5025867417.6,27420663.0,0.0,199117770.0,0.6446160379897259,0.6130114775310502,226538433.0,0.007343248370783227,0.03707979356824382,0.06009554025742636,0.12509554025742636
14,0.065,0.065,0.07,0.128,666946.08,952780.1142857143,1000000.0,0.0,5369980543.002,5344072756.672,25907790.659999996,3740850925.2679996,5019149074.5199995,27655668.0,0.0,199117770.0,0.6402883076501141,0.6130114775310502,226773438.0,0.00739288160701531,0.03707979356824382,0.060203866268649715,0.13020386626864972
15,0.065,0.065,0.075,0.133,671514.59,959306.5571428571,1000000.0,0.0,5369980543.002,5350840173.922,19140371.026,3745588119.748,5014411880.0199995,27845107.0,0.0,199117770.0,0.6367375465105657,0.6130114775310502,226962877.0,0.007434108105264226,0.03707979356824382,0.06028665215996443,0.13528665215996444
16,0.065,0.065,0.08,0.138,675066.94,964381.3428571428,1000000.0,0.0,5369980543.002,5355507646.572,14472898.196999999,3748855354.2279997,5011144645.61,27992409.0,0.0,199117770.0,0.6339393904480808,0.6130114775310502,227110179.0,0.007466921594728871,0.03707979356824382,0.060348224700743434,0.14034822470074343
17,0.065,0.065,0.085,0.14300000000000002,677737.86,968196.9428571429,1000000.0,0.0,5369980543.002,5358647031.482,11333511.577000001,3751052918.0180006,5008947081.76,28103162.0,0.0,199117770.0,0.6318112255106986,0.6130114775310502,227220932.0,0.00749207292304724,0.03707979356824382,0.06039276832721806,0.14539276832721806
18,0.065,0.065,0.09,0.148,679766.49,971094.9857142858,1000000.0,0.0,5369980543.002,5360817512.842,9163026.636000002,3752572261.7880006,5007427738.040001,28187281.0,0.0,199117770.0,0.6301808566221512,0.6130114775310502,227305051.0,0.007511455885081214,0.03707979356824382,0.06042558382549844,0.15042558382549842
19,0.065,0.065,0.095,0.153,681505.2,973578.8571428572,1000000.0,0.0,5369980543.002,5362529797.431999,7450744.32,3753770861.3980002,5006229138.39,28259378.0,0.0,199117770.0,0.6287738602885651,0.6130114775310502,227377148.0,0.00752826398931433,0.03707979356824382,0.06045300485733935,0.15545300485733934
20,0.065,0.065,0.1,0.158,682886.3,975551.8571428573,1000000.0,0.0,5369980543.002,5363788555.492001,6191986.964,3754651987.498,5005348012.29,28316647.0,0.0,199117770.0,0.6276494938937324,0.6130114775310502,227434417.0,0.007541750099419855,0.03707979356824382,0.06047430272151483,0.16047430272151483
21,0.065,0.065,0.105,0.163,684026.47,977180.6714285715,1000000.0,0.0,5369980543.002,5364751494.752,5229051.174,3755326042.778,5004673956.990001,28363926.0,0.0,199117770.0,0.6267157870831156,0.6130114775310502,227481696.0,0.007552986259221797,0.03707979356824382,0.060491520617754736,0.16549152061775474
22,0.065,0.065,0.11,0.168,685157.46,978796.3714285714,1000000.0,0.0,5369980543.002,5365639171.662001,4341373.538,3755947420.598,5004052579.13,28410823.0,0.0,199117770.0,0.625784795618851,0.6130114775310502,227528593.0,0.007564222769518055,0.03707979356824382,0.060508276214002635,0.17050827621400264
23,0.065,0.065,0.115,0.17300000000000001,686127.6,980182.2857142858,1000000.0,0.0,5369980543.002,5366359887.452,3620655.587,3756451919.628,5003548080.13,28451052.0,0.0,199117770.0,0.6249839130306103,0.6130114775310502,227568822.0,0.007573916187064494,0.03707979356824382,0.06052245467282974,0.17552245467282973
24,0.065,0.065,0.12,0.178,686905.8,981294.0000000001,1000000.0,0.0,5369980543.002,5366901984.372,3078557.2450000006,3756831392.2780004,5003168607.510001,28483320.0,0.0,199117770.0,0.6243389283974069,0.6130114775310502,227601090.0,0.0075817403087469395,0.03707979356824382,0.06053365454374101,0.180533654543741
25,0.065,0.065,0.125,0.183,687704.16,982434.5142857144,1000000.0,0.0,5369980543.002,5367423961.721999,2556580.852,3757196774.458,5002803225.290001,28516425.0,0.0,199117770.0,0.6236747809937401,0.6130114775310502,227634195.0,0.007589814085293331,0.03707979356824382,0.06054498087713816,0.18554498087713817
26,0.065,0.065,0.13,0.188,688264.25,983234.642857143,1000000.0,0.0,5369980543.002,5367770528.052,2210015.805,3757439370.4080005,5002560629.39,28539650.0,0.0,199117770.0,0.6232074889522189,0.6130114775310502,227657420.0,0.0075955051263810625,0.03707979356824382,0.06055283262179763,0.19055283262179762
27,0.065,0.065,0.135,0.193,688561.4,983659.142857143,1000000.0,0.0,5369980543.002,5367946863.611999,2033680.991,3757562805.308,5002437194.51,28551972.0,0.0,199117770.0,0.6229590065898137,0.6130114775310502,227669742.0,0.007598534869375164,0.03707979356824382,0.06055696211805999,0.19555696211806
28,0.065,0.065,0.14,0.198,689022.89,984318.4142857144,1000000.0,0.0,5369980543.002,5368206649.502,1773892.718,3757744655.7780004,5002255344.01,28571108.0,0.0,199117770.0,0.6225718929398185,0.6130114775310502,227688878.0,0.0076032595658324905,0.03707979356824382,0.06056330752539769,0.2005633075253977
29,0.065,0.065,0.145,0.20299999999999999,689346.66,984780.942857143,1000000.0,0.0,5369980543.002,5368380570.822,1599972.902,3757866397.718,5002133602.120001,28584534.0,0.0,199117770.0,0.6222996458529291,0.6130114775310502,227702304.0,0.007606586018427433,0.03707979356824382,0.06056771933896778,0.20556771933896778
