,hydrogen_cost_(£/kWh),hydrogen_subsidy_(£/kWh),hydrogen_cost+subsidy_(£/kWh),electrolysis_capacity(hydrogen)_(kW),osw_capacity_(kW),battery_capactiy_(kW),osw_elec_produced_(kWh),osw_elec_consumed_by_electrolyser_(kWh),osw_elec_exported_to_grid_(kWh),green_hydrogen_prod_(kWh),alt_hydrogen_prod_(kWh),electrolysis_cost_(£),battery_cost_(£),osw_cost_(£),electrolysis_capfactor,osw_capfactor,total_system_cost_(£),LCOE(hydrogen)_(£/kWh),LCOE(hydrogen)+subsidy_(£/kWh),LCOE(osw_elec)_(£/kWh)
16,0.044,0.16,0.20400000000000001,634552.28,929746.93,0.0,447242764.07,436061695.40409994,0,305243186.41920006,438756813.5799999,6754501.1,0.0,18228648.0,0.6465552373806088,0.6465552377848819,24983149.1,0.08184670522240538,0.24184670522240537,0.040757837721320744
17,0.044,0.17,0.21400000000000002,638923.35,936151.43,0.0,448369319.89,437160087.7341,0,306012060.5492,437987939.45,6801029.1,0.0,18354215.0,0.6437494153191249,0.6437494149167955,25155244.1,0.08220344013518249,0.2522034401351825,0.04093548373136437
18,0.044,0.18,0.22399999999999998,644320.93,944059.97,0.0,449701185.35,438458655.4441,0,306921058.9592,437078941.04,6858483.7,0.0,18509270.0,0.6402528396100499,0.6402528401700301,25367753.7,0.08265237252218725,0.26265237252218726,0.0411590420549911
19,0.044,0.19,0.23399999999999999,648418.35,950063.51,0.0,450680245.17999995,439413240.13409996,0,307589267.9092,436410732.09000003,6902098.7,0.0,18626976.0,0.6375921276161108,0.6375921307777136,25529074.7,0.08299728684791484,0.27299728684791486,0.04133080204693786
20,0.044,0.2,0.244,649627.47,951835.11,0.0,450956489.97,439682578.77409995,0,307777805.4192,436222194.58000004,6914969.2,0.0,18661710.0,0.6367954944909402,0.6367954996699023,25576679.2,0.08310111629122838,0.28310111629122836,0.04138250677186501
21,0.044,0.21,0.254,652892.84,956619.54,0.0,451669908.41999996,440378160.3441,0,308264712.9592,435735287.04,6949727.5,-1.7282859e-10,18755514.0,0.6346130118563225,0.6346130147434951,25705241.5,0.0833869087812272,0.2933869087812272,0.04152482521053755
22,0.044,0.22,0.264,654726.73,959306.56,0.0,452057406.54,440755970.38409996,0,308529180.25920004,435470819.74,6969248.3,-1.281456e-10,18808195.0,0.633378384311426,0.6333783864131891,25777443.3,0.08354944993645003,0.30354944993645006,0.04160576671878015
23,0.044,0.23,0.274,655418.74,960320.5,0.0,452198248.65999997,440893292.66510004,0,308625304.42920005,435374695.56999993,6976614.5,2.3332599e-10,18828075.0,0.6329067697486481,0.6329067691183498,25804689.5,0.0836117101535973,0.3136117101535973,0.04163677116351794
24,0.044,0.24,0.284,657090.01,962769.25,0.0,452527369.44,441214185.2341,0,308849929.1092,435150070.89,6994404.3,0.0,18876085.0,0.6317564810620118,0.631756479148979,25870489.3,0.08376394767069212,0.3237639476706921,0.041712581988928195
25,0.044,0.25,0.294,657664.29,963610.68,0.0,452637059.03999996,441321132.0341,0,308924792.7892,435075207.21,7000517.2,-1.4006994e-10,18892582.0,0.6313578249541397,0.6313578258295847,25893099.2,0.08381683763940756,0.33381683763940756,0.04173892000816143
26,0.044,0.26,0.304,658457.68,964773.16,0.0,452782483.22,441462920.8841,0,309024044.4692,434975955.53000003,7008962.5,0.0,18915374.0,0.6307996870506659,0.6307996860925262,25924336.5,0.08389100124726327,0.3438910012472633,0.04177585198411775
27,0.044,0.27,0.314,658920.15,965450.77,0.0,452865130.09999996,441543501.6241,0,309080451.1192,434919548.88,7013885.3,0.0,18928659.0,0.6304720137483919,0.6304720136010908,25942544.3,0.08393460086543938,0.3539346008654394,0.041797563428697296
28,0.044,0.28,0.324,659875.89,966851.11,0.0,453031357.86,441705574.69509995,0,309193902.50920004,434806097.49,7024058.6,0.0,18956114.0,0.6297899477692871,0.6297899532878706,25980172.6,0.08402550111487714,0.3640255011148772,0.041842829797795134
29,0.044,0.29,0.33399999999999996,659977.19,966999.55,0.0,453048490.82,441722278.2851,0,309205594.5692,434794405.43,7025137.0,0.0,18959024.0,0.6297170928463761,0.6297170909492862,25984161.0,0.08403522270094231,0.3740352227009423,0.041847670578672294
30,0.044,0.3,0.344,662588.58,970825.75,0.0,453473447.55,442136611.64409995,0,309495628.4792,434504371.52,7052933.9,0.0,19034041.0,0.6278236005152911,0.627823604777486,26086974.9,0.08428867001510233,0.3842886700151023,0.041973882049403353
