,hydrogen_cost_(£/kWh),hydrogen_subsidy_(£/kWh),hydrogen_cost+subsidy_(£/kWh),electrolysis_capacity(hydrogen)_(kW),osw_capacity_(kW),battery_capactiy_(kW),osw_elec_produced_(kWh),osw_elec_consumed_by_electrolyser_(kWh),osw_elec_exported_to_grid_(kWh),green_hydrogen_prod_(kWh),alt_hydrogen_prod_(kWh),electrolysis_cost_(£),battery_cost_(£),osw_cost_(£),electrolysis_capfactor,osw_capfactor,total_system_cost_(£),LCOE(hydrogen)_(£/kWh),LCOE(hydrogen)+subsidy_(£/kWh),LCOE(osw_elec)_(£/kWh)
0,0.044,0.0,0.044,2348.086,3440.419,0.0,81093.32,79065.9864,0,55346.1916,23944653.72,806.26567,0.0,2175.9021,0.982115355513668,0.9821153566857216,2982.16777,0.05388207722679152,0.05388207722679152,0.0268320756876152
1,0.044,0.01,0.054,3455.058,5062.356,0.0,113222.874,110392.302,0,77274.6121,23922725.339999996,1186.3682,0.0,3201.7005,0.931902012691731,0.9319020136078933,4388.0687,0.05678538630930248,0.06678538630930247,0.028277859295463566
2,0.044,0.02,0.064,4156.7956,6090.543,0.0,130856.629,127585.2127,0,89309.6494,23910690.259999998,1427.3249,0.0,3851.9801,0.8952173139489145,0.8952173134097676,5279.305,0.059112369553205306,0.0791123695532053,0.029436644741933558
3,0.044,0.03,0.074,5071.7394,7431.12,0.0,151928.623,148130.40720000002,0,103691.2853,23896308.69,1741.4905,0.0,4699.8316,0.8518714941925709,0.8518714933504864,6441.3221,0.06212018764512316,0.09212018764512316,0.030934471116742766
4,0.044,0.04,0.08399999999999999,8313.1687,12180.467,0.0,213929.76,208581.51160000003,0,146007.0609,23853992.91,2854.5048,0.0,7703.5687,0.7318060966933103,0.7318060957761309,10558.0735,0.07231207473747593,0.11231207473747593,0.03600980387207464
5,0.044,0.05,0.094,15287.322,22399.007,0.0,336552.24,328138.43559999997,0,229696.9005,23770303.11,5249.2299,0.0,14166.311,0.6260549877539048,0.6260549853839502,19415.5409,0.08452678663811575,0.13452678663811574,0.042092457919757124
6,0.044,0.06,0.104,21201.908,31065.067,0.0,431878.89999999997,421081.9236,0,294757.3465,23705242.62,7280.1298,0.0,19647.184,0.5792665501692897,0.5792665493580511,26927.3138,0.09135417359309143,0.15135417359309145,0.04549234519213604
7,0.044,0.07,0.114,26839.359,39325.068,0.0,514478.91,501616.9336,0,351131.8565,23648868.119999997,9215.8694,0.0,24871.244,0.5451133918970766,0.5451133930652071,34087.1134,0.09707781498315862,0.16707781498315863,0.04834259192471077
8,0.044,0.08,0.124,26839.359,39325.068,0.0,514478.91,501616.9336,0,351131.8565,23648868.119999997,9215.8694,0.0,24871.244,0.5451133918970766,0.5451133930652071,34087.1134,0.09707781498315862,0.1770778149831586,0.04834259192471077
9,0.044,0.09,0.134,31006.649,45430.987,0.0,569432.1810000001,555196.3726,0,388637.46650000004,23611362.509999998,10646.798,0.0,28732.948,0.5222501719174276,0.5222501742037874,39379.746,0.1013277138579741,0.1913277138579741,0.05045894657646684
10,0.044,0.1,0.14400000000000002,31006.649,45430.987,0.0,569432.1810000001,555196.3726,0,388637.46650000004,23611362.509999998,10646.798,0.0,28732.948,0.5222501719174276,0.5222501742037874,39379.746,0.1013277138579741,0.2013277138579741,0.05045894657646684
11,0.044,0.11,0.154,33593.583,49221.367,0.0,599755.2209999999,584761.3406,0,409332.9385,23590667.07,11535.077,0.0,31130.184,0.507702292552916,0.5077022926852072,42665.261,0.10423119418717387,0.21423119418717387,0.051904815347993453
12,0.044,0.12,0.16399999999999998,33593.583,49221.367,0.0,599755.2209999999,584761.3406,0,409332.9385,23590667.07,11535.077,0.0,31130.184,0.507702292552916,0.5077022926852072,42665.261,0.10423119418717387,0.22423119418717385,0.051904815347993453
13,0.044,0.13,0.174,41583.864,60928.739,0.0,681706.825,664664.1565,0,465264.9055,23534735.11,14278.712,0.0,38534.543,0.4661913507885334,0.46619134923614064,52813.255,0.11351222577865375,0.24351222577865375,0.05652656183983489
14,0.044,0.14,0.184,41583.864,60928.739,0.0,681706.825,664664.1566000001,0,465264.9055,23534735.11,14278.712,0.0,38534.543,0.4661913507885334,0.46619134923614064,52813.255,0.11351222577865375,0.25351222577865373,0.05652656183983489
15,0.044,0.15,0.194,41583.864,60928.739,0.0,681706.825,664664.1566000001,0,465264.9055,23534735.11,14278.712,0.0,38534.543,0.4661913507885334,0.46619134923614064,52813.255,0.11351222577865375,0.26351222577865374,0.05652656183983489
16,0.044,0.16,0.20400000000000001,62948.455,92232.168,0.0,869527.399,847789.2146000001,0,593452.4515,23406547.57,21614.702,0.0,58332.479,0.39281640000801715,0.3928164010160388,79947.181,0.13471539429642074,0.29471539429642074,0.06708526846547362
17,0.044,0.17,0.21400000000000002,62948.455,92232.168,0.0,869527.399,847789.2146000001,0,593452.4515,23406547.57,21614.702,0.0,58332.479,0.39281640000801715,0.3928164010160388,79947.181,0.13471539429642074,0.30471539429642075,0.06708526846547362
18,0.044,0.18,0.22399999999999998,62948.455,92232.168,0.0,869527.399,847789.2146000001,0,593452.4515,23406547.57,21614.702,0.0,58332.479,0.39281640000801715,0.3928164010160388,79947.181,0.13471539429642074,0.3147153942964207,0.06708526846547362
19,0.044,0.19,0.23399999999999999,62948.455,92232.168,0.0,869527.399,847789.2146000001,0,593452.4515,23406547.57,21614.702,0.0,58332.479,0.39281640000801715,0.3928164010160388,79947.181,0.13471539429642074,0.3247153942964207,0.06708526846547362
20,0.044,0.2,0.244,82757.187,121255.95,0.0,1014646.3089999999,989280.1446,0,692496.1115,23307503.869999997,28416.455,0.0,76688.648,0.34865859621150885,0.3486585981278994,105105.103,0.15177717427515114,0.35177717427515115,0.07558165571565688
21,0.044,0.21,0.254,82757.187,121255.95,0.0,1014646.3089999999,989280.1446,0,692496.1115,23307503.869999997,28416.455,0.0,76688.648,0.34865859621150885,0.3486585981278994,105105.103,0.15177717427515114,0.3617771742751511,0.07558165571565688
22,0.044,0.22,0.264,82757.187,121255.95,0.0,1014646.3089999999,989280.1446,0,692496.1115,23307503.869999997,28416.455,0.0,76688.648,0.34865859621150885,0.3486585981278994,105105.103,0.15177717427515114,0.3717771742751511,0.07558165571565688
23,0.044,0.23,0.274,82757.187,121255.95,0.0,1014646.3089999999,989280.1446,0,692496.1115,23307503.869999997,28416.455,0.0,76688.648,0.34865859621150885,0.3486585981278994,105105.103,0.15177717427515114,0.3817771742751511,0.07558165571565688
24,0.044,0.24,0.284,82757.187,121255.95,0.0,1014646.3089999999,989280.1446,0,692496.1115,23307503.869999997,28416.455,0.0,76688.648,0.34865859621150885,0.3486585981278994,105105.103,0.15177717427515114,0.39177717427515113,0.07558165571565688
25,0.044,0.25,0.294,82757.187,121255.95,0.0,1014646.3089999999,989280.1446,0,692496.1115,23307503.869999997,28416.455,0.0,76688.648,0.34865859621150885,0.3486585981278994,105105.103,0.15177717427515114,0.40177717427515114,0.07558165571565688
26,0.044,0.26,0.304,91012.165,133351.16,0.0,1063027.149,1036451.4645,0,725516.0234999999,23274483.99,31250.978,0.0,84338.293,0.3321515789949618,0.33215157539686946,115589.27100000001,0.15932008013052523,0.41932008013052524,0.07933785423950636
27,0.044,0.27,0.314,91012.165,133351.16,0.0,1063027.149,1036451.4645,0,725516.0234999999,23274483.99,31250.978,0.0,84338.293,0.3321515789949618,0.33215157539686946,115589.27100000001,0.15932008013052523,0.42932008013052525,0.07933785423950636
28,0.044,0.28,0.324,91012.165,133351.16,0.0,1063027.149,1036451.4645,0,725516.0234999999,23274483.99,31250.978,0.0,84338.293,0.3321515789949618,0.33215157539686946,115589.27100000001,0.15932008013052523,0.43932008013052526,0.07933785423950636
29,0.044,0.29,0.33399999999999996,91012.165,133351.16,0.0,1063027.149,1036451.4646000001,0,725516.0234999999,23274483.99,31250.978,0.0,84338.293,0.3321515789949618,0.33215157539686946,115589.27100000001,0.15932008013052523,0.4493200801305252,0.07933785423950636
30,0.044,0.3,0.344,91012.165,133351.16,0.0,1063027.149,1036451.4646000001,0,725516.0234999999,23274483.99,31250.978,0.0,84338.293,0.3321515789949618,0.33215157539686946,115589.27100000001,0.15932008013052523,0.4593200801305252,0.07933785423950636
