local_time, electricity in kW,,,,,local_time
2019-06-08 15:00:00,1779.062,,,,,2019-06-08 15:00:00
2019-06-08 16:00:00,1670.383,,,,,2019-06-08 16:00:00
2019-06-08 17:00:00,1409.291,,,,,2019-06-08 17:00:00
2019-06-08 18:00:00,1200.432,,,,,2019-06-08 18:00:00
2019-06-08 19:00:00,1005.802,,,,,2019-06-08 19:00:00
2019-06-08 20:00:00,868.915,,,,,2019-06-08 20:00:00
2019-06-08 21:00:00,838.838,,,,,2019-06-08 21:00:00
2019-06-08 22:00:00,841.877,,,,,2019-06-08 22:00:00
2019-06-08 23:00:00,785.994,,,,,2019-06-08 23:00:00
2019-06-09 00:00:00,702.549,,,,,2019-06-09 00:00:00
2019-06-09 01:00:00,595.678,,,,,2019-06-09 01:00:00
2019-06-09 02:00:00,470.575,,,,,2019-06-09 02:00:00
2019-06-09 03:00:00,350.346,,,,,2019-06-09 03:00:00
2019-06-09 04:00:00,261.56,,,,,2019-06-09 04:00:00
2019-06-09 05:00:00,195.034,,,,,2019-06-09 05:00:00
2019-06-09 06:00:00,117.315,,,,,2019-06-09 06:00:00
2019-06-09 07:00:00,55.997,,,,,2019-06-09 07:00:00
2019-06-09 08:00:00,47.414,,,,,2019-06-09 08:00:00
2019-06-09 09:00:00,118.695,,,,,2019-06-09 09:00:00
2019-06-09 10:00:00,232.951,,,,,2019-06-09 10:00:00
2019-06-09 11:00:00,364.97,,,,,2019-06-09 11:00:00
2019-06-09 12:00:00,491.89,,,,,2019-06-09 12:00:00
2019-06-09 13:00:00,576.414,,,,,2019-06-09 13:00:00
2019-06-09 14:00:00,607.491,,,,,2019-06-09 14:00:00
2019-06-09 15:00:00,621.645,,,,,2019-06-09 15:00:00
2019-06-09 16:00:00,663.319,,,,,2019-06-09 16:00:00
2019-06-09 17:00:00,717.152,,,,,2019-06-09 17:00:00
2019-06-09 18:00:00,714.051,,,,,2019-06-09 18:00:00
2019-06-09 19:00:00,659.983,,,,,2019-06-09 19:00:00
2019-06-09 20:00:00,636.437,,,,,2019-06-09 20:00:00
2019-06-09 21:00:00,681.371,,,,,2019-06-09 21:00:00
2019-06-09 22:00:00,691.408,,,,,2019-06-09 22:00:00
2019-06-09 23:00:00,659.415,,,,,2019-06-09 23:00:00
2019-06-10 00:00:00,621.683,,,,,2019-06-10 00:00:00
2019-06-10 01:00:00,579.708,,,,,2019-06-10 01:00:00
2019-06-10 02:00:00,570.703,,,,,2019-06-10 02:00:00
2019-06-10 03:00:00,605.443,,,,,2019-06-10 03:00:00
2019-06-10 04:00:00,656.602,,,,,2019-06-10 04:00:00
2019-06-10 05:00:00,717.428,,,,,2019-06-10 05:00:00
2019-06-10 06:00:00,755.889,,,,,2019-06-10 06:00:00
2019-06-10 07:00:00,843.449,,,,,2019-06-10 07:00:00
2019-06-10 08:00:00,917.266,,,,,2019-06-10 08:00:00
2019-06-10 09:00:00,901.964,,,,,2019-06-10 09:00:00
2019-06-10 10:00:00,845.885,,,,,2019-06-10 10:00:00
2019-06-10 11:00:00,769.361,,,,,2019-06-10 11:00:00
2019-06-10 12:00:00,706.058,,,,,2019-06-10 12:00:00
2019-06-10 13:00:00,663.864,,,,,2019-06-10 13:00:00
2019-06-10 14:00:00,647.642,,,,,2019-06-10 14:00:00
2019-06-10 15:00:00,655.996,,,,,2019-06-10 15:00:00
2019-06-10 16:00:00,697.771,,,,,2019-06-10 16:00:00
2019-06-10 17:00:00,756.179,,,,,2019-06-10 17:00:00
2019-06-10 18:00:00,779.577,,,,,2019-06-10 18:00:00
2019-06-10 19:00:00,728.422,,,,,2019-06-10 19:00:00
2019-06-10 20:00:00,619.261,,,,,2019-06-10 20:00:00
2019-06-10 21:00:00,523.074,,,,,2019-06-10 21:00:00
2019-06-10 22:00:00,447.221,,,,,2019-06-10 22:00:00
2019-06-10 23:00:00,414.944,,,,,2019-06-10 23:00:00
2019-06-11 00:00:00,504.23,,,,,2019-06-11 00:00:00
2019-06-11 01:00:00,702.681,,,,,2019-06-11 01:00:00
2019-06-11 02:00:00,1001.25,,,,,2019-06-11 02:00:00
2019-06-11 03:00:00,1282.655,,,,,2019-06-11 03:00:00
2019-06-11 04:00:00,1472.046,,,,,2019-06-11 04:00:00
2019-06-11 05:00:00,1523.02,,,,,2019-06-11 05:00:00
2019-06-11 06:00:00,1702.375,,,,,2019-06-11 06:00:00
2019-06-11 07:00:00,1817.414,,,,,2019-06-11 07:00:00
2019-06-11 08:00:00,1913.344,,,,,2019-06-11 08:00:00
2019-06-11 09:00:00,1936.469,,,,,2019-06-11 09:00:00
2019-06-11 10:00:00,1921.861,,,,,2019-06-11 10:00:00
2019-06-11 11:00:00,1908.505,,,,,2019-06-11 11:00:00
2019-06-11 12:00:00,1937.14,,,,,2019-06-11 12:00:00
2019-06-11 13:00:00,1979.052,,,,,2019-06-11 13:00:00
2019-06-11 14:00:00,2029.177,,,,,2019-06-11 14:00:00
2019-06-11 15:00:00,2018.678,,,,,2019-06-11 15:00:00
2019-06-11 16:00:00,2005.637,,,,,2019-06-11 16:00:00
2019-06-11 17:00:00,1960.593,,,,,2019-06-11 17:00:00
2019-06-11 18:00:00,1888.934,,,,,2019-06-11 18:00:00
2019-06-11 19:00:00,1863.693,,,,,2019-06-11 19:00:00
2019-06-11 20:00:00,1895.178,,,,,2019-06-11 20:00:00
2019-06-11 21:00:00,1980.572,,,,,2019-06-11 21:00:00
2019-06-11 22:00:00,2062.402,,,,,2019-06-11 22:00:00
2019-06-11 23:00:00,2100.724,,,,,2019-06-11 23:00:00
2019-06-12 00:00:00,2188.08,,,,,2019-06-12 00:00:00
2019-06-12 01:00:00,2274.26,,,,,2019-06-12 01:00:00
2019-06-12 02:00:00,2330.347,,,,,2019-06-12 02:00:00
2019-06-12 03:00:00,2358.229,,,,,2019-06-12 03:00:00
2019-06-12 04:00:00,2372.73,,,,,2019-06-12 04:00:00
2019-06-12 05:00:00,2396.811,,,,,2019-06-12 05:00:00
2019-06-12 06:00:00,2418.623,,,,,2019-06-12 06:00:00
2019-06-12 07:00:00,2428.941,,,,,2019-06-12 07:00:00
2019-06-12 08:00:00,2427.734,,,,,2019-06-12 08:00:00
2019-06-12 09:00:00,2419.571,,,,,2019-06-12 09:00:00
2019-06-12 10:00:00,2412.501,,,,,2019-06-12 10:00:00
2019-06-12 11:00:00,2394.961,,,,,2019-06-12 11:00:00
2019-06-12 12:00:00,2380.412,,,,,2019-06-12 12:00:00
2019-06-12 13:00:00,2369.404,,,,,2019-06-12 13:00:00
2019-06-12 14:00:00,2356.981,,,,,2019-06-12 14:00:00
2019-06-12 15:00:00,2338.401,,,,,2019-06-12 15:00:00
2019-06-12 16:00:00,2319.323,,,,,2019-06-12 16:00:00
2019-06-12 17:00:00,2309.494,,,,,2019-06-12 17:00:00
2019-06-12 18:00:00,2314.188,,,,,2019-06-12 18:00:00
2019-06-12 19:00:00,2309.517,,,,,2019-06-12 19:00:00
2019-06-12 20:00:00,2298.602,,,,,2019-06-12 20:00:00
2019-06-12 21:00:00,2272.062,,,,,2019-06-12 21:00:00
2019-06-12 22:00:00,2271.707,,,,,2019-06-12 22:00:00
2019-06-12 23:00:00,2339.067,,,,,2019-06-12 23:00:00
2019-06-13 00:00:00,2369.976,,,,,2019-06-13 00:00:00
2019-06-13 01:00:00,2392.795,,,,,2019-06-13 01:00:00
2019-06-13 02:00:00,2407.977,,,,,2019-06-13 02:00:00
2019-06-13 03:00:00,2415.176,,,,,2019-06-13 03:00:00
2019-06-13 04:00:00,2415.212,,,,,2019-06-13 04:00:00
2019-06-13 05:00:00,2417.572,,,,,2019-06-13 05:00:00
2019-06-13 06:00:00,2412.134,,,,,2019-06-13 06:00:00
2019-06-13 07:00:00,2399.039,,,,,2019-06-13 07:00:00
2019-06-13 08:00:00,2365.173,,,,,2019-06-13 08:00:00
2019-06-13 09:00:00,2326.784,,,,,2019-06-13 09:00:00
2019-06-13 10:00:00,2301.123,,,,,2019-06-13 10:00:00
2019-06-13 11:00:00,2263.077,,,,,2019-06-13 11:00:00
2019-06-13 12:00:00,2203.652,,,,,2019-06-13 12:00:00
2019-06-13 13:00:00,2127.336,,,,,2019-06-13 13:00:00
2019-06-13 14:00:00,2029.288,,,,,2019-06-13 14:00:00
2019-06-13 15:00:00,1908.558,,,,,2019-06-13 15:00:00
2019-06-13 16:00:00,1764.688,,,,,2019-06-13 16:00:00
2019-06-13 17:00:00,1556.704,,,,,2019-06-13 17:00:00
2019-06-13 18:00:00,1323.783,,,,,2019-06-13 18:00:00
2019-06-13 19:00:00,1034.27,,,,,2019-06-13 19:00:00
2019-06-13 20:00:00,851.625,,,,,2019-06-13 20:00:00
2019-06-13 21:00:00,756.201,,,,,2019-06-13 21:00:00
2019-06-13 22:00:00,780.726,,,,,2019-06-13 22:00:00
2019-06-13 23:00:00,894.101,,,,,2019-06-13 23:00:00
2019-06-14 00:00:00,1007.604,,,,,2019-06-14 00:00:00
2019-06-14 01:00:00,1133.505,,,,,2019-06-14 01:00:00
2019-06-14 02:00:00,1277.462,,,,,2019-06-14 02:00:00
2019-06-14 03:00:00,1381.04,,,,,2019-06-14 03:00:00
2019-06-14 04:00:00,1440.983,,,,,2019-06-14 04:00:00
2019-06-14 05:00:00,1409.464,,,,,2019-06-14 05:00:00
2019-06-14 06:00:00,1447.328,,,,,2019-06-14 06:00:00
2019-06-14 07:00:00,1497.091,,,,,2019-06-14 07:00:00
2019-06-14 08:00:00,1577.944,,,,,2019-06-14 08:00:00
2019-06-14 09:00:00,1640.491,,,,,2019-06-14 09:00:00
2019-06-14 10:00:00,1612.99,,,,,2019-06-14 10:00:00
2019-06-14 11:00:00,1553.667,,,,,2019-06-14 11:00:00
2019-06-14 12:00:00,1485.737,,,,,2019-06-14 12:00:00
2019-06-14 13:00:00,1450.898,,,,,2019-06-14 13:00:00
2019-06-14 14:00:00,1490.278,,,,,2019-06-14 14:00:00
2019-06-14 15:00:00,1554.151,,,,,2019-06-14 15:00:00
2019-06-14 16:00:00,1588.637,,,,,2019-06-14 16:00:00
2019-06-14 17:00:00,1525.539,,,,,2019-06-14 17:00:00
2019-06-14 18:00:00,1343.937,,,,,2019-06-14 18:00:00
2019-06-14 19:00:00,1190.571,,,,,2019-06-14 19:00:00
2019-06-14 20:00:00,1109.635,,,,,2019-06-14 20:00:00
2019-06-14 21:00:00,1123.356,,,,,2019-06-14 21:00:00
2019-06-14 22:00:00,1120.482,,,,,2019-06-14 22:00:00
2019-06-14 23:00:00,1088.836,,,,,2019-06-14 23:00:00
2019-06-15 00:00:00,1079.758,,,,,2019-06-15 00:00:00
2019-06-15 01:00:00,1117.895,,,,,2019-06-15 01:00:00
2019-06-15 02:00:00,1158.887,,,,,2019-06-15 02:00:00
2019-06-15 03:00:00,1117.367,,,,,2019-06-15 03:00:00
2019-06-15 04:00:00,1053.308,,,,,2019-06-15 04:00:00
2019-06-15 05:00:00,1045.954,,,,,2019-06-15 05:00:00
2019-06-15 06:00:00,1031.869,,,,,2019-06-15 06:00:00
2019-06-15 07:00:00,1168.007,,,,,2019-06-15 07:00:00
2019-06-15 08:00:00,1348.177,,,,,2019-06-15 08:00:00
2019-06-15 09:00:00,1421.127,,,,,2019-06-15 09:00:00
2019-06-15 10:00:00,1347.547,,,,,2019-06-15 10:00:00
2019-06-15 11:00:00,1376.748,,,,,2019-06-15 11:00:00
2019-06-15 12:00:00,1532.561,,,,,2019-06-15 12:00:00
2019-06-15 13:00:00,1547.884,,,,,2019-06-15 13:00:00
2019-06-15 14:00:00,1514.071,,,,,2019-06-15 14:00:00
2019-06-15 15:00:00,1487.614,,,,,2019-06-15 15:00:00
2019-06-15 16:00:00,1464.027,,,,,2019-06-15 16:00:00
2019-06-15 17:00:00,1410.634,,,,,2019-06-15 17:00:00
2019-06-15 18:00:00,1337.159,,,,,2019-06-15 18:00:00
2019-06-15 19:00:00,1275.789,,,,,2019-06-15 19:00:00
2019-06-15 20:00:00,1220.844,,,,,2019-06-15 20:00:00
2019-06-15 21:00:00,1123.073,,,,,2019-06-15 21:00:00
2019-06-15 22:00:00,1136.242,,,,,2019-06-15 22:00:00
2019-06-15 23:00:00,1031.825,,,,,2019-06-15 23:00:00
2019-06-16 00:00:00,930.241,,,,,2019-06-16 00:00:00
2019-06-16 01:00:00,862.217,,,,,2019-06-16 01:00:00
2019-06-16 02:00:00,921.322,,,,,2019-06-16 02:00:00
2019-06-16 03:00:00,1010.746,,,,,2019-06-16 03:00:00
2019-06-16 04:00:00,1110.638,,,,,2019-06-16 04:00:00
2019-06-16 05:00:00,1134.732,,,,,2019-06-16 05:00:00
2019-06-16 06:00:00,1103.729,,,,,2019-06-16 06:00:00
2019-06-16 07:00:00,1165.742,,,,,2019-06-16 07:00:00
2019-06-16 08:00:00,1255.264,,,,,2019-06-16 08:00:00
2019-06-16 09:00:00,1347.232,,,,,2019-06-16 09:00:00
2019-06-16 10:00:00,1404.686,,,,,2019-06-16 10:00:00
2019-06-16 11:00:00,1475.579,,,,,2019-06-16 11:00:00
2019-06-16 12:00:00,1566.445,,,,,2019-06-16 12:00:00
2019-06-16 13:00:00,1634.549,,,,,2019-06-16 13:00:00
2019-06-16 14:00:00,1653.471,,,,,2019-06-16 14:00:00
2019-06-16 15:00:00,1620.606,,,,,2019-06-16 15:00:00
2019-06-16 16:00:00,1576.15,,,,,2019-06-16 16:00:00
2019-06-16 17:00:00,1506.093,,,,,2019-06-16 17:00:00
2019-06-16 18:00:00,1400.977,,,,,2019-06-16 18:00:00
2019-06-16 19:00:00,1199.648,,,,,2019-06-16 19:00:00
2019-06-16 20:00:00,1158.872,,,,,2019-06-16 20:00:00
2019-06-16 21:00:00,1289.478,,,,,2019-06-16 21:00:00
2019-06-16 22:00:00,1480.954,,,,,2019-06-16 22:00:00
2019-06-16 23:00:00,1654.814,,,,,2019-06-16 23:00:00
2019-06-17 00:00:00,1789.195,,,,,2019-06-17 00:00:00
2019-06-17 01:00:00,2041.451,,,,,2019-06-17 01:00:00
2019-06-17 02:00:00,2222.726,,,,,2019-06-17 02:00:00
2019-06-17 03:00:00,2220.41,,,,,2019-06-17 03:00:00
2019-06-17 04:00:00,2274.209,,,,,2019-06-17 04:00:00
2019-06-17 05:00:00,2301.744,,,,,2019-06-17 05:00:00
2019-06-17 06:00:00,2257.395,,,,,2019-06-17 06:00:00
2019-06-17 07:00:00,2216.515,,,,,2019-06-17 07:00:00
2019-06-17 08:00:00,2206.872,,,,,2019-06-17 08:00:00
2019-06-17 09:00:00,2203.52,,,,,2019-06-17 09:00:00
2019-06-17 10:00:00,2207.782,,,,,2019-06-17 10:00:00
2019-06-17 11:00:00,2209.48,,,,,2019-06-17 11:00:00
2019-06-17 12:00:00,2219.192,,,,,2019-06-17 12:00:00
2019-06-17 13:00:00,2221.624,,,,,2019-06-17 13:00:00
2019-06-17 14:00:00,2225.125,,,,,2019-06-17 14:00:00
2019-06-17 15:00:00,2206.557,,,,,2019-06-17 15:00:00
2019-06-17 16:00:00,2200.882,,,,,2019-06-17 16:00:00
2019-06-17 17:00:00,2171.065,,,,,2019-06-17 17:00:00
2019-06-17 18:00:00,2150.82,,,,,2019-06-17 18:00:00
2019-06-17 19:00:00,2090.984,,,,,2019-06-17 19:00:00
2019-06-17 20:00:00,2000.547,,,,,2019-06-17 20:00:00
2019-06-17 21:00:00,1909.687,,,,,2019-06-17 21:00:00
2019-06-17 22:00:00,1826.037,,,,,2019-06-17 22:00:00
2019-06-17 23:00:00,1749.866,,,,,2019-06-17 23:00:00
2019-06-18 00:00:00,1621.396,,,,,2019-06-18 00:00:00
2019-06-18 01:00:00,1473.861,,,,,2019-06-18 01:00:00
2019-06-18 02:00:00,1337.161,,,,,2019-06-18 02:00:00
2019-06-18 03:00:00,1220.885,,,,,2019-06-18 03:00:00
2019-06-18 04:00:00,1198.541,,,,,2019-06-18 04:00:00
2019-06-18 05:00:00,1279.414,,,,,2019-06-18 05:00:00
2019-06-18 06:00:00,1337.533,,,,,2019-06-18 06:00:00
2019-06-18 07:00:00,1632.955,,,,,2019-06-18 07:00:00
2019-06-18 08:00:00,1864.613,,,,,2019-06-18 08:00:00
2019-06-18 09:00:00,2023.265,,,,,2019-06-18 09:00:00
2019-06-18 10:00:00,2118.818,,,,,2019-06-18 10:00:00
2019-06-18 11:00:00,2153.435,,,,,2019-06-18 11:00:00
2019-06-18 12:00:00,2163.444,,,,,2019-06-18 12:00:00
2019-06-18 13:00:00,2122.754,,,,,2019-06-18 13:00:00
2019-06-18 14:00:00,2057.946,,,,,2019-06-18 14:00:00
2019-06-18 15:00:00,1992.784,,,,,2019-06-18 15:00:00
2019-06-18 16:00:00,1911.295,,,,,2019-06-18 16:00:00
2019-06-18 17:00:00,1821.82,,,,,2019-06-18 17:00:00
2019-06-18 18:00:00,1713.173,,,,,2019-06-18 18:00:00
2019-06-18 19:00:00,1565.446,,,,,2019-06-18 19:00:00
2019-06-18 20:00:00,1374.516,,,,,2019-06-18 20:00:00
2019-06-18 21:00:00,1274.83,,,,,2019-06-18 21:00:00
2019-06-18 22:00:00,1241.357,,,,,2019-06-18 22:00:00
2019-06-18 23:00:00,1139.748,,,,,2019-06-18 23:00:00
2019-06-19 00:00:00,1001.219,,,,,2019-06-19 00:00:00
2019-06-19 01:00:00,862.704,,,,,2019-06-19 01:00:00
2019-06-19 02:00:00,737.656,,,,,2019-06-19 02:00:00
2019-06-19 03:00:00,660.594,,,,,2019-06-19 03:00:00
2019-06-19 04:00:00,637.711,,,,,2019-06-19 04:00:00
2019-06-19 05:00:00,590.631,,,,,2019-06-19 05:00:00
2019-06-19 06:00:00,468.557,,,,,2019-06-19 06:00:00
2019-06-19 07:00:00,428.299,,,,,2019-06-19 07:00:00
2019-06-19 08:00:00,477.477,,,,,2019-06-19 08:00:00
2019-06-19 09:00:00,572.048,,,,,2019-06-19 09:00:00
2019-06-19 10:00:00,694.999,,,,,2019-06-19 10:00:00
2019-06-19 11:00:00,830.841,,,,,2019-06-19 11:00:00
2019-06-19 12:00:00,964.098,,,,,2019-06-19 12:00:00
2019-06-19 13:00:00,1079.689,,,,,2019-06-19 13:00:00
2019-06-19 14:00:00,1155.324,,,,,2019-06-19 14:00:00
2019-06-19 15:00:00,1189.889,,,,,2019-06-19 15:00:00
2019-06-19 16:00:00,1199.828,,,,,2019-06-19 16:00:00
2019-06-19 17:00:00,1189.862,,,,,2019-06-19 17:00:00
2019-06-19 18:00:00,1141.825,,,,,2019-06-19 18:00:00
2019-06-19 19:00:00,1062.619,,,,,2019-06-19 19:00:00
2019-06-19 20:00:00,1006.932,,,,,2019-06-19 20:00:00
2019-06-19 21:00:00,1008.256,,,,,2019-06-19 21:00:00
2019-06-19 22:00:00,1008.085,,,,,2019-06-19 22:00:00
2019-06-19 23:00:00,954.279,,,,,2019-06-19 23:00:00
2019-06-20 00:00:00,880.974,,,,,2019-06-20 00:00:00
2019-06-20 01:00:00,818.917,,,,,2019-06-20 01:00:00
2019-06-20 02:00:00,725.291,,,,,2019-06-20 02:00:00
2019-06-20 03:00:00,630.084,,,,,2019-06-20 03:00:00
2019-06-20 04:00:00,570.685,,,,,2019-06-20 04:00:00
2019-06-20 05:00:00,575.744,,,,,2019-06-20 05:00:00
2019-06-20 06:00:00,613.21,,,,,2019-06-20 06:00:00
2019-06-20 07:00:00,781.884,,,,,2019-06-20 07:00:00
2019-06-20 08:00:00,1048.94,,,,,2019-06-20 08:00:00
2019-06-20 09:00:00,1330.37,,,,,2019-06-20 09:00:00
2019-06-20 10:00:00,1511.798,,,,,2019-06-20 10:00:00
2019-06-20 11:00:00,1624.868,,,,,2019-06-20 11:00:00
2019-06-20 12:00:00,1707.21,,,,,2019-06-20 12:00:00
2019-06-20 13:00:00,1740.119,,,,,2019-06-20 13:00:00
2019-06-20 14:00:00,1754.73,,,,,2019-06-20 14:00:00
2019-06-20 15:00:00,1766.572,,,,,2019-06-20 15:00:00
2019-06-20 16:00:00,1732.859,,,,,2019-06-20 16:00:00
2019-06-20 17:00:00,1734.281,,,,,2019-06-20 17:00:00
2019-06-20 18:00:00,1742.498,,,,,2019-06-20 18:00:00
2019-06-20 19:00:00,1736.886,,,,,2019-06-20 19:00:00
2019-06-20 20:00:00,1711.427,,,,,2019-06-20 20:00:00
2019-06-20 21:00:00,1617.477,,,,,2019-06-20 21:00:00
2019-06-20 22:00:00,1611.012,,,,,2019-06-20 22:00:00
2019-06-20 23:00:00,1564.436,,,,,2019-06-20 23:00:00
2019-06-21 00:00:00,1439.346,,,,,2019-06-21 00:00:00
2019-06-21 01:00:00,1393.837,,,,,2019-06-21 01:00:00
2019-06-21 02:00:00,1427.779,,,,,2019-06-21 02:00:00
2019-06-21 03:00:00,1464.031,,,,,2019-06-21 03:00:00
2019-06-21 04:00:00,1442.202,,,,,2019-06-21 04:00:00
2019-06-21 05:00:00,1411.512,,,,,2019-06-21 05:00:00
2019-06-21 06:00:00,1414.477,,,,,2019-06-21 06:00:00
2019-06-21 07:00:00,1445.025,,,,,2019-06-21 07:00:00
2019-06-21 08:00:00,1424.285,,,,,2019-06-21 08:00:00
2019-06-21 09:00:00,1349.096,,,,,2019-06-21 09:00:00
2019-06-21 10:00:00,1289.481,,,,,2019-06-21 10:00:00
2019-06-21 11:00:00,1227.256,,,,,2019-06-21 11:00:00
2019-06-21 12:00:00,1141.66,,,,,2019-06-21 12:00:00
2019-06-21 13:00:00,1031.837,,,,,2019-06-21 13:00:00
2019-06-21 14:00:00,871.67,,,,,2019-06-21 14:00:00
2019-06-21 15:00:00,747.482,,,,,2019-06-21 15:00:00
2019-06-21 16:00:00,592.044,,,,,2019-06-21 16:00:00
2019-06-21 17:00:00,401.966,,,,,2019-06-21 17:00:00
2019-06-21 18:00:00,249.322,,,,,2019-06-21 18:00:00
2019-06-21 19:00:00,117.78,,,,,2019-06-21 19:00:00
2019-06-21 20:00:00,46.265,,,,,2019-06-21 20:00:00
2019-06-21 21:00:00,53.192,,,,,2019-06-21 21:00:00
2019-06-21 22:00:00,97.46,,,,,2019-06-21 22:00:00
2019-06-21 23:00:00,157.687,,,,,2019-06-21 23:00:00
2019-06-22 00:00:00,222.699,,,,,2019-06-22 00:00:00
2019-06-22 01:00:00,269.261,,,,,2019-06-22 01:00:00
2019-06-22 02:00:00,294.223,,,,,2019-06-22 02:00:00
2019-06-22 03:00:00,307.503,,,,,2019-06-22 03:00:00
2019-06-22 04:00:00,332.511,,,,,2019-06-22 04:00:00
2019-06-22 05:00:00,332.421,,,,,2019-06-22 05:00:00
2019-06-22 06:00:00,285.004,,,,,2019-06-22 06:00:00
2019-06-22 07:00:00,257.704,,,,,2019-06-22 07:00:00
2019-06-22 08:00:00,355.809,,,,,2019-06-22 08:00:00
2019-06-22 09:00:00,498.649,,,,,2019-06-22 09:00:00
2019-06-22 10:00:00,667.716,,,,,2019-06-22 10:00:00
2019-06-22 11:00:00,844.81,,,,,2019-06-22 11:00:00
2019-06-22 12:00:00,925.932,,,,,2019-06-22 12:00:00
2019-06-22 13:00:00,895.393,,,,,2019-06-22 13:00:00
2019-06-22 14:00:00,838.736,,,,,2019-06-22 14:00:00
2019-06-22 15:00:00,811.675,,,,,2019-06-22 15:00:00
2019-06-22 16:00:00,880.917,,,,,2019-06-22 16:00:00
2019-06-22 17:00:00,940.588,,,,,2019-06-22 17:00:00
2019-06-22 18:00:00,1000.429,,,,,2019-06-22 18:00:00
2019-06-22 19:00:00,1039.544,,,,,2019-06-22 19:00:00
2019-06-22 20:00:00,1065.352,,,,,2019-06-22 20:00:00
2019-06-22 21:00:00,1067.426,,,,,2019-06-22 21:00:00
2019-06-22 22:00:00,1024.984,,,,,2019-06-22 22:00:00
2019-06-22 23:00:00,894.079,,,,,2019-06-22 23:00:00
2019-06-23 00:00:00,692.059,,,,,2019-06-23 00:00:00
2019-06-23 01:00:00,474.587,,,,,2019-06-23 01:00:00
2019-06-23 02:00:00,298.654,,,,,2019-06-23 02:00:00
2019-06-23 03:00:00,209.327,,,,,2019-06-23 03:00:00
2019-06-23 04:00:00,192.019,,,,,2019-06-23 04:00:00
2019-06-23 05:00:00,256.518,,,,,2019-06-23 05:00:00
2019-06-23 06:00:00,372.077,,,,,2019-06-23 06:00:00
2019-06-23 07:00:00,447.236,,,,,2019-06-23 07:00:00
2019-06-23 08:00:00,507.526,,,,,2019-06-23 08:00:00
2019-06-23 09:00:00,558.589,,,,,2019-06-23 09:00:00
2019-06-23 10:00:00,636.945,,,,,2019-06-23 10:00:00
2019-06-23 11:00:00,742.118,,,,,2019-06-23 11:00:00
2019-06-23 12:00:00,835.465,,,,,2019-06-23 12:00:00
2019-06-23 13:00:00,923.263,,,,,2019-06-23 13:00:00
2019-06-23 14:00:00,1009.248,,,,,2019-06-23 14:00:00
2019-06-23 15:00:00,1033.046,,,,,2019-06-23 15:00:00
2019-06-23 16:00:00,1001.008,,,,,2019-06-23 16:00:00
2019-06-23 17:00:00,1011.029,,,,,2019-06-23 17:00:00
2019-06-23 18:00:00,1031.842,,,,,2019-06-23 18:00:00
2019-06-23 19:00:00,1018.208,,,,,2019-06-23 19:00:00
2019-06-23 20:00:00,1037.064,,,,,2019-06-23 20:00:00
2019-06-23 21:00:00,1183.532,,,,,2019-06-23 21:00:00
2019-06-23 22:00:00,1275.802,,,,,2019-06-23 22:00:00
2019-06-23 23:00:00,1304.454,,,,,2019-06-23 23:00:00
2019-06-24 00:00:00,1330.369,,,,,2019-06-24 00:00:00
2019-06-24 01:00:00,1434.397,,,,,2019-06-24 01:00:00
2019-06-24 02:00:00,1472.119,,,,,2019-06-24 02:00:00
2019-06-24 03:00:00,1447.891,,,,,2019-06-24 03:00:00
2019-06-24 04:00:00,1437.291,,,,,2019-06-24 04:00:00
2019-06-24 05:00:00,1446.331,,,,,2019-06-24 05:00:00
2019-06-24 06:00:00,1525.548,,,,,2019-06-24 06:00:00
2019-06-24 07:00:00,1633.749,,,,,2019-06-24 07:00:00
2019-06-24 08:00:00,1800.015,,,,,2019-06-24 08:00:00
2019-06-24 09:00:00,1990.369,,,,,2019-06-24 09:00:00
2019-06-24 10:00:00,2080.857,,,,,2019-06-24 10:00:00
2019-06-24 11:00:00,2018.747,,,,,2019-06-24 11:00:00
2019-06-24 12:00:00,1794.614,,,,,2019-06-24 12:00:00
2019-06-24 13:00:00,1478.762,,,,,2019-06-24 13:00:00
2019-06-24 14:00:00,1244.939,,,,,2019-06-24 14:00:00
2019-06-24 15:00:00,1004.538,,,,,2019-06-24 15:00:00
2019-06-24 16:00:00,819.256,,,,,2019-06-24 16:00:00
2019-06-24 17:00:00,720.847,,,,,2019-06-24 17:00:00
2019-06-24 18:00:00,613.862,,,,,2019-06-24 18:00:00
2019-06-24 19:00:00,547.566,,,,,2019-06-24 19:00:00
2019-06-24 20:00:00,679.312,,,,,2019-06-24 20:00:00
2019-06-24 21:00:00,959.488,,,,,2019-06-24 21:00:00
2019-06-24 22:00:00,1296.314,,,,,2019-06-24 22:00:00
2019-06-24 23:00:00,1529.641,,,,,2019-06-24 23:00:00
2019-06-25 00:00:00,1615.773,,,,,2019-06-25 00:00:00
2019-06-25 01:00:00,1677.116,,,,,2019-06-25 01:00:00
2019-06-25 02:00:00,1753.444,,,,,2019-06-25 02:00:00
2019-06-25 03:00:00,1805.298,,,,,2019-06-25 03:00:00
2019-06-25 04:00:00,1821.273,,,,,2019-06-25 04:00:00
2019-06-25 05:00:00,1750.887,,,,,2019-06-25 05:00:00
2019-06-25 06:00:00,1641.294,,,,,2019-06-25 06:00:00
2019-06-25 07:00:00,1717.356,,,,,2019-06-25 07:00:00
2019-06-25 08:00:00,1799.937,,,,,2019-06-25 08:00:00
2019-06-25 09:00:00,1875.991,,,,,2019-06-25 09:00:00
