local_time, electricity in kW,,,,,local_time
2019-01-01 00:00:00,2429.862,,,,,2019-01-01 00:00:00
2019-01-01 01:00:00,2399.122,,,,,2019-01-01 01:00:00
2019-01-01 02:00:00,2338.427,,,,,2019-01-01 02:00:00
2019-01-01 03:00:00,2229.466,,,,,2019-01-01 03:00:00
2019-01-01 04:00:00,2099.825,,,,,2019-01-01 04:00:00
2019-01-01 05:00:00,2019.096,,,,,2019-01-01 05:00:00
2019-01-01 06:00:00,1958.942,,,,,2019-01-01 06:00:00
2019-01-01 07:00:00,2000.575,,,,,2019-01-01 07:00:00
2019-01-01 08:00:00,2046.38,,,,,2019-01-01 08:00:00
2019-01-01 09:00:00,2112.926,,,,,2019-01-01 09:00:00
2019-01-01 10:00:00,2165.232,,,,,2019-01-01 10:00:00
2019-01-01 11:00:00,2222.394,,,,,2019-01-01 11:00:00
2019-01-01 12:00:00,2242.684,,,,,2019-01-01 12:00:00
2019-01-01 13:00:00,2258.186,,,,,2019-01-01 13:00:00
2019-01-01 14:00:00,2247.151,,,,,2019-01-01 14:00:00
2019-01-01 15:00:00,2210.359,,,,,2019-01-01 15:00:00
2019-01-01 16:00:00,2143.325,,,,,2019-01-01 16:00:00
2019-01-01 17:00:00,2066.318,,,,,2019-01-01 17:00:00
2019-01-01 18:00:00,1983.614,,,,,2019-01-01 18:00:00
2019-01-01 19:00:00,1898.703,,,,,2019-01-01 19:00:00
2019-01-01 20:00:00,1812.767,,,,,2019-01-01 20:00:00
2019-01-01 21:00:00,1725.509,,,,,2019-01-01 21:00:00
2019-01-01 22:00:00,1626.299,,,,,2019-01-01 22:00:00
2019-01-01 23:00:00,1503.086,,,,,2019-01-01 23:00:00
2019-01-02 00:00:00,1365.424,,,,,2019-01-02 00:00:00
2019-01-02 01:00:00,1213.602,,,,,2019-01-02 01:00:00
2019-01-02 02:00:00,1061.54,,,,,2019-01-02 02:00:00
2019-01-02 03:00:00,926.317,,,,,2019-01-02 03:00:00
2019-01-02 04:00:00,809.512,,,,,2019-01-02 04:00:00
2019-01-02 05:00:00,694.945,,,,,2019-01-02 05:00:00
2019-01-02 06:00:00,595.328,,,,,2019-01-02 06:00:00
2019-01-02 07:00:00,522.008,,,,,2019-01-02 07:00:00
2019-01-02 08:00:00,493.292,,,,,2019-01-02 08:00:00
2019-01-02 09:00:00,483.27,,,,,2019-01-02 09:00:00
2019-01-02 10:00:00,470.79,,,,,2019-01-02 10:00:00
2019-01-02 11:00:00,440.488,,,,,2019-01-02 11:00:00
2019-01-02 12:00:00,416.274,,,,,2019-01-02 12:00:00
2019-01-02 13:00:00,387.844,,,,,2019-01-02 13:00:00
2019-01-02 14:00:00,332.5,,,,,2019-01-02 14:00:00
2019-01-02 15:00:00,250.341,,,,,2019-01-02 15:00:00
2019-01-02 16:00:00,181.395,,,,,2019-01-02 16:00:00
2019-01-02 17:00:00,152.39,,,,,2019-01-02 17:00:00
2019-01-02 18:00:00,140.643,,,,,2019-01-02 18:00:00
2019-01-02 19:00:00,121.914,,,,,2019-01-02 19:00:00
2019-01-02 20:00:00,95.056,,,,,2019-01-02 20:00:00
2019-01-02 21:00:00,71.285,,,,,2019-01-02 21:00:00
2019-01-02 22:00:00,62.853,,,,,2019-01-02 22:00:00
2019-01-02 23:00:00,74.828,,,,,2019-01-02 23:00:00
2019-01-03 00:00:00,96.994,,,,,2019-01-03 00:00:00
2019-01-03 01:00:00,111.313,,,,,2019-01-03 01:00:00
2019-01-03 02:00:00,108.685,,,,,2019-01-03 02:00:00
2019-01-03 03:00:00,118.464,,,,,2019-01-03 03:00:00
2019-01-03 04:00:00,133.847,,,,,2019-01-03 04:00:00
2019-01-03 05:00:00,140.15,,,,,2019-01-03 05:00:00
2019-01-03 06:00:00,160.809,,,,,2019-01-03 06:00:00
2019-01-03 07:00:00,218.538,,,,,2019-01-03 07:00:00
2019-01-03 08:00:00,295.873,,,,,2019-01-03 08:00:00
2019-01-03 09:00:00,334.348,,,,,2019-01-03 09:00:00
2019-01-03 10:00:00,332.485,,,,,2019-01-03 10:00:00
2019-01-03 11:00:00,296.475,,,,,2019-01-03 11:00:00
2019-01-03 12:00:00,290.749,,,,,2019-01-03 12:00:00
2019-01-03 13:00:00,363.832,,,,,2019-01-03 13:00:00
2019-01-03 14:00:00,485.602,,,,,2019-01-03 14:00:00
2019-01-03 15:00:00,563.001,,,,,2019-01-03 15:00:00
2019-01-03 16:00:00,646.898,,,,,2019-01-03 16:00:00
2019-01-03 17:00:00,788.165,,,,,2019-01-03 17:00:00
2019-01-03 18:00:00,854.731,,,,,2019-01-03 18:00:00
2019-01-03 19:00:00,698.543,,,,,2019-01-03 19:00:00
2019-01-03 20:00:00,559.818,,,,,2019-01-03 20:00:00
2019-01-03 21:00:00,582.328,,,,,2019-01-03 21:00:00
2019-01-03 22:00:00,647.62,,,,,2019-01-03 22:00:00
2019-01-03 23:00:00,679.781,,,,,2019-01-03 23:00:00
2019-01-04 00:00:00,756.224,,,,,2019-01-04 00:00:00
2019-01-04 01:00:00,849.061,,,,,2019-01-04 01:00:00
2019-01-04 02:00:00,903.981,,,,,2019-01-04 02:00:00
2019-01-04 03:00:00,870.565,,,,,2019-01-04 03:00:00
2019-01-04 04:00:00,812.665,,,,,2019-01-04 04:00:00
2019-01-04 05:00:00,800.206,,,,,2019-01-04 05:00:00
2019-01-04 06:00:00,835.346,,,,,2019-01-04 06:00:00
2019-01-04 07:00:00,882.693,,,,,2019-01-04 07:00:00
2019-01-04 08:00:00,895.811,,,,,2019-01-04 08:00:00
2019-01-04 09:00:00,881.029,,,,,2019-01-04 09:00:00
2019-01-04 10:00:00,861.05,,,,,2019-01-04 10:00:00
2019-01-04 11:00:00,880.979,,,,,2019-01-04 11:00:00
2019-01-04 12:00:00,899.984,,,,,2019-01-04 12:00:00
2019-01-04 13:00:00,902.608,,,,,2019-01-04 13:00:00
2019-01-04 14:00:00,917.324,,,,,2019-01-04 14:00:00
2019-01-04 15:00:00,933.974,,,,,2019-01-04 15:00:00
2019-01-04 16:00:00,933.949,,,,,2019-01-04 16:00:00
2019-01-04 17:00:00,910.686,,,,,2019-01-04 17:00:00
2019-01-04 18:00:00,873.83,,,,,2019-01-04 18:00:00
2019-01-04 19:00:00,865.65,,,,,2019-01-04 19:00:00
2019-01-04 20:00:00,885.643,,,,,2019-01-04 20:00:00
2019-01-04 21:00:00,918.813,,,,,2019-01-04 21:00:00
2019-01-04 22:00:00,939.572,,,,,2019-01-04 22:00:00
2019-01-04 23:00:00,921.852,,,,,2019-01-04 23:00:00
2019-01-05 00:00:00,926.111,,,,,2019-01-05 00:00:00
2019-01-05 01:00:00,923.16,,,,,2019-01-05 01:00:00
2019-01-05 02:00:00,903.252,,,,,2019-01-05 02:00:00
2019-01-05 03:00:00,878.57,,,,,2019-01-05 03:00:00
2019-01-05 04:00:00,858.053,,,,,2019-01-05 04:00:00
2019-01-05 05:00:00,817.647,,,,,2019-01-05 05:00:00
2019-01-05 06:00:00,776.137,,,,,2019-01-05 06:00:00
2019-01-05 07:00:00,733.604,,,,,2019-01-05 07:00:00
2019-01-05 08:00:00,695.051,,,,,2019-01-05 08:00:00
2019-01-05 09:00:00,653.43,,,,,2019-01-05 09:00:00
2019-01-05 10:00:00,637.6,,,,,2019-01-05 10:00:00
2019-01-05 11:00:00,645.716,,,,,2019-01-05 11:00:00
2019-01-05 12:00:00,621.749,,,,,2019-01-05 12:00:00
2019-01-05 13:00:00,563.064,,,,,2019-01-05 13:00:00
2019-01-05 14:00:00,476.63,,,,,2019-01-05 14:00:00
2019-01-05 15:00:00,410.596,,,,,2019-01-05 15:00:00
2019-01-05 16:00:00,383.17,,,,,2019-01-05 16:00:00
2019-01-05 17:00:00,386.465,,,,,2019-01-05 17:00:00
2019-01-05 18:00:00,402.394,,,,,2019-01-05 18:00:00
2019-01-05 19:00:00,446.806,,,,,2019-01-05 19:00:00
2019-01-05 20:00:00,499.343,,,,,2019-01-05 20:00:00
2019-01-05 21:00:00,545.852,,,,,2019-01-05 21:00:00
2019-01-05 22:00:00,587.013,,,,,2019-01-05 22:00:00
2019-01-05 23:00:00,660.207,,,,,2019-01-05 23:00:00
2019-01-06 00:00:00,778.517,,,,,2019-01-06 00:00:00
2019-01-06 01:00:00,871.36,,,,,2019-01-06 01:00:00
2019-01-06 02:00:00,936.993,,,,,2019-01-06 02:00:00
2019-01-06 03:00:00,1033.289,,,,,2019-01-06 03:00:00
2019-01-06 04:00:00,1167.661,,,,,2019-01-06 04:00:00
2019-01-06 05:00:00,1296.317,,,,,2019-01-06 05:00:00
2019-01-06 06:00:00,1392.899,,,,,2019-01-06 06:00:00
2019-01-06 07:00:00,1450.883,,,,,2019-01-06 07:00:00
2019-01-06 08:00:00,1464.041,,,,,2019-01-06 08:00:00
2019-01-06 09:00:00,1470.897,,,,,2019-01-06 09:00:00
2019-01-06 10:00:00,1252.212,,,,,2019-01-06 10:00:00
2019-01-06 11:00:00,938.884,,,,,2019-01-06 11:00:00
2019-01-06 12:00:00,756.141,,,,,2019-01-06 12:00:00
2019-01-06 13:00:00,647.642,,,,,2019-01-06 13:00:00
2019-01-06 14:00:00,517.671,,,,,2019-01-06 14:00:00
2019-01-06 15:00:00,343.453,,,,,2019-01-06 15:00:00
2019-01-06 16:00:00,181.97,,,,,2019-01-06 16:00:00
2019-01-06 17:00:00,87.909,,,,,2019-01-06 17:00:00
2019-01-06 18:00:00,19.197,,,,,2019-01-06 18:00:00
2019-01-06 19:00:00,11.861,,,,,2019-01-06 19:00:00
2019-01-06 20:00:00,140.305,,,,,2019-01-06 20:00:00
2019-01-06 21:00:00,420.323,,,,,2019-01-06 21:00:00
2019-01-06 22:00:00,793.579,,,,,2019-01-06 22:00:00
2019-01-06 23:00:00,1101.941,,,,,2019-01-06 23:00:00
2019-01-07 00:00:00,1313.373,,,,,2019-01-07 00:00:00
2019-01-07 01:00:00,1549.328,,,,,2019-01-07 01:00:00
2019-01-07 02:00:00,1742.051,,,,,2019-01-07 02:00:00
2019-01-07 03:00:00,1886.646,,,,,2019-01-07 03:00:00
2019-01-07 04:00:00,2175.142,,,,,2019-01-07 04:00:00
2019-01-07 05:00:00,2289.265,,,,,2019-01-07 05:00:00
2019-01-07 06:00:00,2311.699,,,,,2019-01-07 06:00:00
2019-01-07 07:00:00,2402.992,,,,,2019-01-07 07:00:00
2019-01-07 08:00:00,2446.422,,,,,2019-01-07 08:00:00
2019-01-07 09:00:00,2469.11,,,,,2019-01-07 09:00:00
2019-01-07 10:00:00,2469.092,,,,,2019-01-07 10:00:00
2019-01-07 11:00:00,2477.471,,,,,2019-01-07 11:00:00
2019-01-07 12:00:00,2470.992,,,,,2019-01-07 12:00:00
2019-01-07 13:00:00,2408.077,,,,,2019-01-07 13:00:00
2019-01-07 14:00:00,2296.272,,,,,2019-01-07 14:00:00
2019-01-07 15:00:00,2106.488,,,,,2019-01-07 15:00:00
2019-01-07 16:00:00,1937.775,,,,,2019-01-07 16:00:00
2019-01-07 17:00:00,1881.013,,,,,2019-01-07 17:00:00
2019-01-07 18:00:00,1919.566,,,,,2019-01-07 18:00:00
2019-01-07 19:00:00,2046.394,,,,,2019-01-07 19:00:00
2019-01-07 20:00:00,2172.976,,,,,2019-01-07 20:00:00
2019-01-07 21:00:00,2279.27,,,,,2019-01-07 21:00:00
2019-01-07 22:00:00,2349.031,,,,,2019-01-07 22:00:00
2019-01-07 23:00:00,2420.897,,,,,2019-01-07 23:00:00
2019-01-08 00:00:00,2451.799,,,,,2019-01-08 00:00:00
2019-01-08 01:00:00,2465.234,,,,,2019-01-08 01:00:00
2019-01-08 02:00:00,2475.485,,,,,2019-01-08 02:00:00
2019-01-08 03:00:00,2478.038,,,,,2019-01-08 03:00:00
2019-01-08 04:00:00,2469.148,,,,,2019-01-08 04:00:00
2019-01-08 05:00:00,2442.987,,,,,2019-01-08 05:00:00
2019-01-08 06:00:00,2409.047,,,,,2019-01-08 06:00:00
2019-01-08 07:00:00,2382.463,,,,,2019-01-08 07:00:00
2019-01-08 08:00:00,2357.017,,,,,2019-01-08 08:00:00
2019-01-08 09:00:00,2356.874,,,,,2019-01-08 09:00:00
2019-01-08 10:00:00,2365.255,,,,,2019-01-08 10:00:00
2019-01-08 11:00:00,2373.391,,,,,2019-01-08 11:00:00
2019-01-08 12:00:00,2389.456,,,,,2019-01-08 12:00:00
2019-01-08 13:00:00,2386.167,,,,,2019-01-08 13:00:00
2019-01-08 14:00:00,2360.422,,,,,2019-01-08 14:00:00
2019-01-08 15:00:00,2319.651,,,,,2019-01-08 15:00:00
2019-01-08 16:00:00,2274.289,,,,,2019-01-08 16:00:00
2019-01-08 17:00:00,2248.953,,,,,2019-01-08 17:00:00
2019-01-08 18:00:00,2210.669,,,,,2019-01-08 18:00:00
2019-01-08 19:00:00,2185.977,,,,,2019-01-08 19:00:00
2019-01-08 20:00:00,2163.279,,,,,2019-01-08 20:00:00
2019-01-08 21:00:00,2155.459,,,,,2019-01-08 21:00:00
2019-01-08 22:00:00,2144.204,,,,,2019-01-08 22:00:00
2019-01-08 23:00:00,2071.907,,,,,2019-01-08 23:00:00
2019-01-09 00:00:00,1949.98,,,,,2019-01-09 00:00:00
2019-01-09 01:00:00,1868.537,,,,,2019-01-09 01:00:00
2019-01-09 02:00:00,1808.628,,,,,2019-01-09 02:00:00
2019-01-09 03:00:00,1742.433,,,,,2019-01-09 03:00:00
2019-01-09 04:00:00,1746.924,,,,,2019-01-09 04:00:00
2019-01-09 05:00:00,1582.724,,,,,2019-01-09 05:00:00
2019-01-09 06:00:00,1389.69,,,,,2019-01-09 06:00:00
2019-01-09 07:00:00,1343.936,,,,,2019-01-09 07:00:00
2019-01-09 08:00:00,1172.044,,,,,2019-01-09 08:00:00
2019-01-09 09:00:00,923.924,,,,,2019-01-09 09:00:00
2019-01-09 10:00:00,722.656,,,,,2019-01-09 10:00:00
2019-01-09 11:00:00,499.582,,,,,2019-01-09 11:00:00
2019-01-09 12:00:00,341.946,,,,,2019-01-09 12:00:00
2019-01-09 13:00:00,279.889,,,,,2019-01-09 13:00:00
2019-01-09 14:00:00,254.515,,,,,2019-01-09 14:00:00
2019-01-09 15:00:00,364.716,,,,,2019-01-09 15:00:00
2019-01-09 16:00:00,542.771,,,,,2019-01-09 16:00:00
2019-01-09 17:00:00,557.675,,,,,2019-01-09 17:00:00
2019-01-09 18:00:00,432.509,,,,,2019-01-09 18:00:00
2019-01-09 19:00:00,372.48,,,,,2019-01-09 19:00:00
2019-01-09 20:00:00,457.277,,,,,2019-01-09 20:00:00
2019-01-09 21:00:00,588.809,,,,,2019-01-09 21:00:00
2019-01-09 22:00:00,694.907,,,,,2019-01-09 22:00:00
2019-01-09 23:00:00,827.672,,,,,2019-01-09 23:00:00
2019-01-10 00:00:00,960.418,,,,,2019-01-10 00:00:00
2019-01-10 01:00:00,1117.519,,,,,2019-01-10 01:00:00
2019-01-10 02:00:00,1351.482,,,,,2019-01-10 02:00:00
2019-01-10 03:00:00,1507.895,,,,,2019-01-10 03:00:00
2019-01-10 04:00:00,1450.903,,,,,2019-01-10 04:00:00
2019-01-10 05:00:00,1280.905,,,,,2019-01-10 05:00:00
2019-01-10 06:00:00,1248.241,,,,,2019-01-10 06:00:00
2019-01-10 07:00:00,1211.442,,,,,2019-01-10 07:00:00
2019-01-10 08:00:00,1178.831,,,,,2019-01-10 08:00:00
2019-01-10 09:00:00,1177.405,,,,,2019-01-10 09:00:00
2019-01-10 10:00:00,1202.526,,,,,2019-01-10 10:00:00
2019-01-10 11:00:00,1227.751,,,,,2019-01-10 11:00:00
2019-01-10 12:00:00,1154.79,,,,,2019-01-10 12:00:00
2019-01-10 13:00:00,1134.714,,,,,2019-01-10 13:00:00
2019-01-10 14:00:00,1236.414,,,,,2019-01-10 14:00:00
2019-01-10 15:00:00,1316.326,,,,,2019-01-10 15:00:00
2019-01-10 16:00:00,1290.763,,,,,2019-01-10 16:00:00
2019-01-10 17:00:00,1343.936,,,,,2019-01-10 17:00:00
2019-01-10 18:00:00,1349.55,,,,,2019-01-10 18:00:00
2019-01-10 19:00:00,1374.316,,,,,2019-01-10 19:00:00
2019-01-10 20:00:00,1379.042,,,,,2019-01-10 20:00:00
2019-01-10 21:00:00,1539.885,,,,,2019-01-10 21:00:00
2019-01-10 22:00:00,1775.717,,,,,2019-01-10 22:00:00
2019-01-10 23:00:00,1794.583,,,,,2019-01-10 23:00:00
2019-01-11 00:00:00,1786.061,,,,,2019-01-11 00:00:00
2019-01-11 01:00:00,1778.321,,,,,2019-01-11 01:00:00
2019-01-11 02:00:00,1823.979,,,,,2019-01-11 02:00:00
2019-01-11 03:00:00,1750.852,,,,,2019-01-11 03:00:00
2019-01-11 04:00:00,1648.816,,,,,2019-01-11 04:00:00
2019-01-11 05:00:00,1544.7,,,,,2019-01-11 05:00:00
2019-01-11 06:00:00,1427.767,,,,,2019-01-11 06:00:00
2019-01-11 07:00:00,1321.58,,,,,2019-01-11 07:00:00
2019-01-11 08:00:00,1364.622,,,,,2019-01-11 08:00:00
2019-01-11 09:00:00,1391.104,,,,,2019-01-11 09:00:00
2019-01-11 10:00:00,1296.321,,,,,2019-01-11 10:00:00
2019-01-11 11:00:00,1055.738,,,,,2019-01-11 11:00:00
2019-01-11 12:00:00,917.249,,,,,2019-01-11 12:00:00
2019-01-11 13:00:00,907.217,,,,,2019-01-11 13:00:00
2019-01-11 14:00:00,1078.558,,,,,2019-01-11 14:00:00
2019-01-11 15:00:00,1214.217,,,,,2019-01-11 15:00:00
2019-01-11 16:00:00,1296.318,,,,,2019-01-11 16:00:00
2019-01-11 17:00:00,1343.935,,,,,2019-01-11 17:00:00
2019-01-11 18:00:00,1343.934,,,,,2019-01-11 18:00:00
2019-01-11 19:00:00,1450.905,,,,,2019-01-11 19:00:00
2019-01-11 20:00:00,1623.744,,,,,2019-01-11 20:00:00
2019-01-11 21:00:00,1768.801,,,,,2019-01-11 21:00:00
2019-01-11 22:00:00,2029.2,,,,,2019-01-11 22:00:00
2019-01-11 23:00:00,2281.815,,,,,2019-01-11 23:00:00
2019-01-12 00:00:00,2348.599,,,,,2019-01-12 00:00:00
2019-01-12 01:00:00,2389.257,,,,,2019-01-12 01:00:00
2019-01-12 02:00:00,2411.153,,,,,2019-01-12 02:00:00
2019-01-12 03:00:00,2389.496,,,,,2019-01-12 03:00:00
2019-01-12 04:00:00,2354.683,,,,,2019-01-12 04:00:00
2019-01-12 05:00:00,2319.614,,,,,2019-01-12 05:00:00
2019-01-12 06:00:00,2294.355,,,,,2019-01-12 06:00:00
2019-01-12 07:00:00,2300.948,,,,,2019-01-12 07:00:00
2019-01-12 08:00:00,2318.03,,,,,2019-01-12 08:00:00
2019-01-12 09:00:00,2344.258,,,,,2019-01-12 09:00:00
2019-01-12 10:00:00,2383.764,,,,,2019-01-12 10:00:00
2019-01-12 11:00:00,2394.975,,,,,2019-01-12 11:00:00
2019-01-12 12:00:00,2372.704,,,,,2019-01-12 12:00:00
2019-01-12 13:00:00,2318.51,,,,,2019-01-12 13:00:00
2019-01-12 14:00:00,2222.558,,,,,2019-01-12 14:00:00
2019-01-12 15:00:00,2088.146,,,,,2019-01-12 15:00:00
2019-01-12 16:00:00,1982.753,,,,,2019-01-12 16:00:00
2019-01-12 17:00:00,1940.325,,,,,2019-01-12 17:00:00
2019-01-12 18:00:00,2019.219,,,,,2019-01-12 18:00:00
2019-01-12 19:00:00,2175.06,,,,,2019-01-12 19:00:00
2019-01-12 20:00:00,2272.034,,,,,2019-01-12 20:00:00
2019-01-12 21:00:00,2291.414,,,,,2019-01-12 21:00:00
2019-01-12 22:00:00,2365.176,,,,,2019-01-12 22:00:00
2019-01-12 23:00:00,2417.539,,,,,2019-01-12 23:00:00
2019-01-13 00:00:00,2437.952,,,,,2019-01-13 00:00:00
2019-01-13 01:00:00,2447.697,,,,,2019-01-13 01:00:00
2019-01-13 02:00:00,2449.575,,,,,2019-01-13 02:00:00
2019-01-13 03:00:00,2434.142,,,,,2019-01-13 03:00:00
2019-01-13 04:00:00,2429.876,,,,,2019-01-13 04:00:00
2019-01-13 05:00:00,2446.746,,,,,2019-01-13 05:00:00
2019-01-13 06:00:00,2464.427,,,,,2019-01-13 06:00:00
2019-01-13 07:00:00,2475.101,,,,,2019-01-13 07:00:00
2019-01-13 08:00:00,2478.23,,,,,2019-01-13 08:00:00
2019-01-13 09:00:00,2478.354,,,,,2019-01-13 09:00:00
2019-01-13 10:00:00,2476.666,,,,,2019-01-13 10:00:00
2019-01-13 11:00:00,2474.963,,,,,2019-01-13 11:00:00
2019-01-13 12:00:00,2473.506,,,,,2019-01-13 12:00:00
2019-01-13 13:00:00,2472.878,,,,,2019-01-13 13:00:00
2019-01-13 14:00:00,2468.141,,,,,2019-01-13 14:00:00
2019-01-13 15:00:00,2456.278,,,,,2019-01-13 15:00:00
2019-01-13 16:00:00,2432.682,,,,,2019-01-13 16:00:00
2019-01-13 17:00:00,2399.734,,,,,2019-01-13 17:00:00
2019-01-13 18:00:00,2322.653,,,,,2019-01-13 18:00:00
2019-01-13 19:00:00,2098.116,,,,,2019-01-13 19:00:00
2019-01-13 20:00:00,1694.797,,,,,2019-01-13 20:00:00
2019-01-13 21:00:00,1483.39,,,,,2019-01-13 21:00:00
2019-01-13 22:00:00,1389.28,,,,,2019-01-13 22:00:00
2019-01-13 23:00:00,1368.976,,,,,2019-01-13 23:00:00
2019-01-14 00:00:00,1350.893,,,,,2019-01-14 00:00:00
2019-01-14 01:00:00,1381.036,,,,,2019-01-14 01:00:00
2019-01-14 02:00:00,1403.226,,,,,2019-01-14 02:00:00
2019-01-14 03:00:00,1428.919,,,,,2019-01-14 03:00:00
2019-01-14 04:00:00,1421.132,,,,,2019-01-14 04:00:00
2019-01-14 05:00:00,1315.14,,,,,2019-01-14 05:00:00
2019-01-14 06:00:00,1170.959,,,,,2019-01-14 06:00:00
2019-01-14 07:00:00,947.32,,,,,2019-01-14 07:00:00
2019-01-14 08:00:00,694.869,,,,,2019-01-14 08:00:00
2019-01-14 09:00:00,507.171,,,,,2019-01-14 09:00:00
2019-01-14 10:00:00,500.661,,,,,2019-01-14 10:00:00
2019-01-14 11:00:00,648.053,,,,,2019-01-14 11:00:00
2019-01-14 12:00:00,1023.672,,,,,2019-01-14 12:00:00
2019-01-14 13:00:00,1402.811,,,,,2019-01-14 13:00:00
2019-01-14 14:00:00,1576.72,,,,,2019-01-14 14:00:00
2019-01-14 15:00:00,1658.533,,,,,2019-01-14 15:00:00
2019-01-14 16:00:00,1679.052,,,,,2019-01-14 16:00:00
2019-01-14 17:00:00,1596.164,,,,,2019-01-14 17:00:00
2019-01-14 18:00:00,1610.154,,,,,2019-01-14 18:00:00
2019-01-14 19:00:00,1723.69,,,,,2019-01-14 19:00:00
2019-01-14 20:00:00,1841.82,,,,,2019-01-14 20:00:00
2019-01-14 21:00:00,1982.432,,,,,2019-01-14 21:00:00
2019-01-14 22:00:00,2071.902,,,,,2019-01-14 22:00:00
2019-01-14 23:00:00,2136.349,,,,,2019-01-14 23:00:00
2019-01-15 00:00:00,2204.31,,,,,2019-01-15 00:00:00
2019-01-15 01:00:00,2245.262,,,,,2019-01-15 01:00:00
2019-01-15 02:00:00,2261.853,,,,,2019-01-15 02:00:00
2019-01-15 03:00:00,2268.213,,,,,2019-01-15 03:00:00
2019-01-15 04:00:00,2261.174,,,,,2019-01-15 04:00:00
2019-01-15 05:00:00,2200.775,,,,,2019-01-15 05:00:00
2019-01-15 06:00:00,2097.227,,,,,2019-01-15 06:00:00
2019-01-15 07:00:00,1965.445,,,,,2019-01-15 07:00:00
2019-01-15 08:00:00,1765.403,,,,,2019-01-15 08:00:00
2019-01-15 09:00:00,1531.95,,,,,2019-01-15 09:00:00
2019-01-15 10:00:00,1466.121,,,,,2019-01-15 10:00:00
2019-01-15 11:00:00,1751.546,,,,,2019-01-15 11:00:00
2019-01-15 12:00:00,2149.552,,,,,2019-01-15 12:00:00
2019-01-15 13:00:00,2276.222,,,,,2019-01-15 13:00:00
2019-01-15 14:00:00,2269.617,,,,,2019-01-15 14:00:00
2019-01-15 15:00:00,2274.887,,,,,2019-01-15 15:00:00
2019-01-15 16:00:00,2272.153,,,,,2019-01-15 16:00:00
2019-01-15 17:00:00,2281.813,,,,,2019-01-15 17:00:00
2019-01-15 18:00:00,2280.423,,,,,2019-01-15 18:00:00
2019-01-15 19:00:00,2307.466,,,,,2019-01-15 19:00:00
2019-01-15 20:00:00,2399.281,,,,,2019-01-15 20:00:00
2019-01-15 21:00:00,2432.946,,,,,2019-01-15 21:00:00
2019-01-15 22:00:00,2445.386,,,,,2019-01-15 22:00:00
2019-01-15 23:00:00,2446.159,,,,,2019-01-15 23:00:00
2019-01-16 00:00:00,2440.448,,,,,2019-01-16 00:00:00
2019-01-16 01:00:00,2426.885,,,,,2019-01-16 01:00:00
2019-01-16 02:00:00,2381.013,,,,,2019-01-16 02:00:00
2019-01-16 03:00:00,2286.499,,,,,2019-01-16 03:00:00
2019-01-16 04:00:00,2164.246,,,,,2019-01-16 04:00:00
2019-01-16 05:00:00,1923.376,,,,,2019-01-16 05:00:00
2019-01-16 06:00:00,1588.568,,,,,2019-01-16 06:00:00
2019-01-16 07:00:00,1421.131,,,,,2019-01-16 07:00:00
2019-01-16 08:00:00,1348.953,,,,,2019-01-16 08:00:00
2019-01-16 09:00:00,1482.819,,,,,2019-01-16 09:00:00
2019-01-16 10:00:00,1800.026,,,,,2019-01-16 10:00:00
2019-01-16 11:00:00,1989.125,,,,,2019-01-16 11:00:00
2019-01-16 12:00:00,2027.915,,,,,2019-01-16 12:00:00
2019-01-16 13:00:00,1988.472,,,,,2019-01-16 13:00:00
2019-01-16 14:00:00,1935.531,,,,,2019-01-16 14:00:00
2019-01-16 15:00:00,1920.545,,,,,2019-01-16 15:00:00
2019-01-16 16:00:00,1920.511,,,,,2019-01-16 16:00:00
2019-01-16 17:00:00,1907.299,,,,,2019-01-16 17:00:00
2019-01-16 18:00:00,1970.416,,,,,2019-01-16 18:00:00
2019-01-16 19:00:00,2124.313,,,,,2019-01-16 19:00:00
2019-01-16 20:00:00,2407.004,,,,,2019-01-16 20:00:00
2019-01-16 21:00:00,2462.347,,,,,2019-01-16 21:00:00
2019-01-16 22:00:00,2455.706,,,,,2019-01-16 22:00:00
2019-01-16 23:00:00,2457.081,,,,,2019-01-16 23:00:00
2019-01-17 00:00:00,2454.146,,,,,2019-01-17 00:00:00
2019-01-17 01:00:00,2451.142,,,,,2019-01-17 01:00:00
2019-01-17 02:00:00,2462.45,,,,,2019-01-17 02:00:00
2019-01-17 03:00:00,2471.339,,,,,2019-01-17 03:00:00
2019-01-17 04:00:00,2476.533,,,,,2019-01-17 04:00:00
2019-01-17 05:00:00,2477.583,,,,,2019-01-17 05:00:00
2019-01-17 06:00:00,2475.422,,,,,2019-01-17 06:00:00
2019-01-17 07:00:00,2464.226,,,,,2019-01-17 07:00:00
2019-01-17 08:00:00,2434.335,,,,,2019-01-17 08:00:00
2019-01-17 09:00:00,2383.595,,,,,2019-01-17 09:00:00
2019-01-17 10:00:00,2307.487,,,,,2019-01-17 10:00:00
2019-01-17 11:00:00,2275.194,,,,,2019-01-17 11:00:00
2019-01-17 12:00:00,2233.974,,,,,2019-01-17 12:00:00
2019-01-17 13:00:00,2148.586,,,,,2019-01-17 13:00:00
2019-01-17 14:00:00,2044.96,,,,,2019-01-17 14:00:00
2019-01-17 15:00:00,1930.025,,,,,2019-01-17 15:00:00
2019-01-17 16:00:00,1705.483,,,,,2019-01-17 16:00:00
2019-01-17 17:00:00,1374.313,,,,,2019-01-17 17:00:00
2019-01-17 18:00:00,1055.722,,,,,2019-01-17 18:00:00
