time,region1-1
05/11/2019,15956271.92
06/11/2019,4900422.757
07/11/2019,18471421.45
08/11/2019,9145337.471
09/11/2019,9307581.318
10/11/2019,12901983.47
11/11/2019,20264875.71
12/11/2019,21618734.93
13/11/2019,5964697.082
14/11/2019,19800584.65
15/11/2019,10775971.24
16/11/2019,3657983.113
17/11/2019,6212221.625
18/11/2019,10827469.99
19/11/2019,8116162.071
20/11/2019,22486483.16
21/11/2019,19235875.92
22/11/2019,17620144.64
23/11/2019,18341655.86
24/11/2019,20777150.47
25/11/2019,16115932.98
26/11/2019,20367064.84
27/11/2019,15990090.1
28/11/2019,23311560.72
29/11/2019,16893563.24
30/11/2019,5507774.592
01/12/2019,18386618.21
02/12/2019,18450708.72
03/12/2019,15733311.07
04/12/2019,22491055.05
05/12/2019,23272922.16
06/12/2019,17374195.4
07/12/2019,17823895.86
08/12/2019,23211392.29
09/12/2019,19577029.55
10/12/2019,22033236.44
11/12/2019,23729790.8
12/12/2019,18495073.93
13/12/2019,10595767.41
14/12/2019,17475924.05
15/12/2019,17587817.57
16/12/2019,10819255.38
17/12/2019,13128728.94
18/12/2019,16299353.81
19/12/2019,19497038.54
20/12/2019,14290206.54
21/12/2019,15985157.45
22/12/2019,2926347.833
23/12/2019,2228990.031
24/12/2019,2806503.126
25/12/2019,8057857.679
26/12/2019,14343884.38
27/12/2019,22866577.15
28/12/2019,22480494.67
29/12/2019,23372551.29
30/12/2019,20997874.33
31/12/2019,14532366.18
