,elec_cost_(£/kWh),hydrogen_cost_(£/kWh),hydrogen_subsidy_(£/kWh),hydrogen_cost+subsidy_(£/kWh),electrolysis_capacity(hydrogen)_(kW),electrolysis_capacity(elec)_(kW),osw_capacity_(kW),battery_capactiy_(kW),osw_elec_produced_(kWh),osw_elec_consumed_by_electrolyser_(kWh),osw_elec_exported_to_grid_(kWh),green_hydrogen_prod_(kWh),alt_hydrogen_prod_(kWh),electrolysis_cost_(£),battery_cost_(£),osw_cost_(£),electrolysis_capfactor,osw_capfactor,total_system_cost_(£),LCOE(hydrogen)_(£/kWh),LCOE(osw_elec)_(£/kWh),LCOE(system)_(£/kWh),LCOE(system)+subsidy_(£/kWh)
10,0.057,0.058,0.05,0.10800000000000001,41475.0,59250.00000000001,59250.0,0.0,6353344.6,6353344.6,0,4447341.22,739552658.78,146065.84,0.0,0.0,0.14412559774964837,0.14412559774964837,146065.84,0.032843407504495464,0.0,0.032843407504495464,0.08284340750449547
11,0.057,0.058,0.055,0.113,42525.0,60750.00000000001,60750.0,0.0,6399844.6,6399844.6,0,4479891.22,739520108.78,149763.71,0.0,0.0,0.1415957475994513,0.1415957475994513,149763.71,0.03343021128088909,0.0,0.03343021128088909,0.0884302112808891
12,0.057,0.058,0.06,0.118,43400.0,62000.00000000001,62000.0,0.0,6436344.6,6436344.6,0,4505441.22,739494558.78,152845.27,0.0,0.0,0.1395322710718002,0.1395322710718002,152845.27,0.033924595291912385,0.0,0.033924595291912385,0.09392459529191238
13,0.057,0.058,0.065,0.123,43400.0,62000.00000000001,62000.0,0.0,6436344.6,6436344.6,0,4505441.22,739494558.78,152845.27,0.0,0.0,0.1395322710718002,0.1395322710718002,152845.27,0.033924595291912385,0.0,0.033924595291912385,0.09892459529191239
14,0.057,0.058,0.07,0.128,43400.0,62000.00000000001,62000.0,0.0,6436344.6,6436344.6,0,4505441.22,739494558.78,152845.27,0.0,0.0,0.1395322710718002,0.1395322710718002,152845.27,0.033924595291912385,0.0,0.033924595291912385,0.10392459529191239
15,0.057,0.058,0.075,0.133,43400.0,62000.00000000001,62000.0,0.0,6436344.6,6436344.6,0,4505441.22,739494558.78,152845.27,0.0,0.0,0.1395322710718002,0.1395322710718002,152845.27,0.033924595291912385,0.0,0.033924595291912385,0.10892459529191238
16,0.057,0.058,0.08,0.138,43400.0,62000.00000000001,62000.0,0.0,6436344.6,6436344.6,0,4505441.22,739494558.78,152845.27,0.0,0.0,0.1395322710718002,0.1395322710718002,152845.27,0.033924595291912385,0.0,0.033924595291912385,0.11392459529191239
17,0.057,0.058,0.085,0.14300000000000002,43400.0,62000.00000000001,62000.0,0.0,6436344.6,6436344.6,0,4505441.22,739494558.78,152845.27,0.0,0.0,0.1395322710718002,0.1395322710718002,152845.27,0.033924595291912385,0.0,0.033924595291912385,0.11892459529191239
18,0.057,0.058,0.09,0.148,43400.0,62000.00000000001,62000.0,0.0,6436344.6,6436344.6,0,4505441.22,739494558.78,152845.27,0.0,0.0,0.1395322710718002,0.1395322710718002,152845.27,0.033924595291912385,0.0,0.033924595291912385,0.12392459529191238
19,0.057,0.058,0.095,0.153,43400.0,62000.00000000001,62000.0,0.0,6436344.6,6436344.6,0,4505441.22,739494558.78,152845.27,0.0,0.0,0.1395322710718002,0.1395322710718002,152845.27,0.033924595291912385,0.0,0.033924595291912385,0.12892459529191239
20,0.057,0.058,0.1,0.158,43400.0,62000.00000000001,62000.0,0.0,6436344.6,6436344.6,0,4505441.22,739494558.78,152845.27,0.0,0.0,0.1395322710718002,0.1395322710718002,152845.27,0.033924595291912385,0.0,0.033924595291912385,0.1339245952919124
21,0.057,0.058,0.105,0.163,43400.0,62000.00000000001,62000.0,0.0,6436344.6,6436344.6,0,4505441.22,739494558.78,152845.27,0.0,0.0,0.1395322710718002,0.1395322710718002,152845.27,0.033924595291912385,0.0,0.033924595291912385,0.13892459529191237
22,0.057,0.058,0.11,0.168,43400.0,62000.00000000001,62000.0,0.0,6436344.6,6436344.6,0,4505441.22,739494558.78,152845.27,0.0,0.0,0.1395322710718002,0.1395322710718002,152845.27,0.033924595291912385,0.0,0.033924595291912385,0.14392459529191237
23,0.057,0.058,0.115,0.17300000000000001,43400.0,62000.00000000001,62000.0,0.0,6436344.6,6436344.6,0,4505441.22,739494558.78,152845.27,0.0,0.0,0.1395322710718002,0.1395322710718002,152845.27,0.033924595291912385,0.0,0.033924595291912385,0.14892459529191238
24,0.057,0.058,0.12,0.178,43400.0,62000.00000000001,62000.0,0.0,6436344.6,6436344.6,0,4505441.22,739494558.78,152845.27,0.0,0.0,0.1395322710718002,0.1395322710718002,152845.27,0.033924595291912385,0.0,0.033924595291912385,0.15392459529191238
25,0.057,0.058,0.125,0.183,43400.0,62000.00000000001,62000.0,0.0,6436344.6,6436344.6,0,4505441.22,739494558.78,152845.27,0.0,0.0,0.1395322710718002,0.1395322710718002,152845.27,0.033924595291912385,0.0,0.033924595291912385,0.15892459529191238
26,0.057,0.058,0.13,0.188,43400.0,62000.00000000001,62000.0,0.0,6436344.6,6436344.6,0,4505441.22,739494558.78,152845.27,0.0,0.0,0.1395322710718002,0.1395322710718002,152845.27,0.033924595291912385,0.0,0.033924595291912385,0.1639245952919124
27,0.057,0.058,0.135,0.193,44800.0,64000.00000000001,64000.0,0.0,6472344.6,6472344.6,0,4530641.22,739469358.78,157775.76,0.0,0.0,0.13592793598790323,0.13592793598790323,157775.76,0.034824156744859176,0.0,0.034824156744859176,0.16982415674485918
28,0.057,0.058,0.14,0.198,44800.0,64000.00000000001,64000.0,0.0,6472344.6,6472344.6,0,4530641.22,739469358.78,157775.76,0.0,0.0,0.13592793598790323,0.13592793598790323,157775.76,0.034824156744859176,0.0,0.034824156744859176,0.17482415674485918
29,0.057,0.058,0.145,0.20299999999999999,44800.0,64000.00000000001,64000.0,0.0,6472344.6,6472344.6,0,4530641.22,739469358.78,157775.76,0.0,0.0,0.13592793598790323,0.13592793598790323,157775.76,0.034824156744859176,0.0,0.034824156744859176,0.17982415674485916
