,elec_cost_(£/kWh),hydrogen_cost_(£/kWh),hydrogen_subsidy_(£/kWh),hydrogen_cost+subsidy_(£/kWh),electrolysis_capacity(hydrogen)_(kW),electrolysis_capacity(elec)_(kW),osw_capacity_(kW),battery_capactiy_(kW),osw_elec_produced_(kWh),osw_elec_consumed_by_electrolyser_(kWh),osw_elec_exported_to_grid_(kWh),green_hydrogen_prod_(kWh),alt_hydrogen_prod_(kWh),electrolysis_cost_(£),battery_cost_(£),osw_cost_(£),electrolysis_capfactor,osw_capfactor,total_system_cost_(£),LCOE(hydrogen)_(£/kWh),LCOE(osw_elec)_(£/kWh),LCOE(system)_(£/kWh),LCOE(system)+subsidy_(£/kWh)
17,0.057,0.057,0.085,0.14300000000000002,656780.31,938257.5857142858,1000000.0,0.0,340212947.997,338746376.64699996,1466571.2500000002,237122463.4543,506877536.54,2313036.0,0.0,16911372.0,0.48526574816751744,0.45727546769758065,19224408.0,0.009754605136538596,0.04970819629166238,0.08057540458146431,0.1655754045814643
18,0.057,0.057,0.09,0.148,659298.34,941854.7714285714,1000000.0,0.0,340212947.997,338939824.937,1273122.965,237257877.4743,506742122.54,2321903.9,0.0,16911372.0,0.4836884567390871,0.45727546769758065,19233275.9,0.00978641436363482,0.04970819629166238,0.08063218560513426,0.17063218560513427
19,0.057,0.057,0.095,0.153,662271.09,946101.5571428571,1000000.0,0.0,340212947.997,339151418.68700004,1061529.417,237405992.9543,506594007.05,2332373.3,0.0,16911372.0,0.48181791621234515,0.45727546769758065,19243745.3,0.009824407846557501,0.04970819629166238,0.0806975520550635,0.1756975520550635
20,0.057,0.057,0.1,0.158,663107.69,947296.7,1000000.0,0.0,340212947.997,339206607.707,1006340.1739999999,237444625.3543,506555374.63,2335319.6,0.0,16911372.0,0.481288343708238,0.45727546769758065,19246691.6,0.009835217775577706,0.04970819629166238,0.08071551128911555,0.18071551128911556
21,0.057,0.057,0.105,0.163,665671.51,950959.3,1000000.0,0.0,340212947.997,339363768.037,849179.887,237554637.5843,506445362.40999997,2344348.8,0.0,16911372.0,0.4796568020776995,0.45727546769758065,19255720.8,0.00986867199832321,0.04970819629166238,0.08076934758948683,0.18576934758948682
22,0.057,0.057,0.11,0.168,667876.68,954109.542857143,1000000.0,0.0,340212947.997,339491598.457,721349.5519999999,237644118.9543,506355881.03,2352114.9,0.0,16911372.0,0.4782531685032564,0.45727546769758065,19263486.9,0.009897635634115238,0.04970819629166238,0.08081492265097479,0.19081492265097477
23,0.057,0.057,0.115,0.17300000000000001,668373.46,954819.2285714286,1000000.0,0.0,340212947.997,339518777.557,694170.2250000001,237663144.2043,506336855.78999996,2353864.5,0.0,16911372.0,0.4779359580675393,0.45727546769758065,19265236.5,0.00990420499518668,0.04970819629166238,0.08082502752695819,0.19582502752695818
24,0.057,0.057,0.12,0.178,672428.84,960612.6285714286,1000000.0,0.0,340212947.997,339730534.46699995,482413.39599999995,237811374.04430002,506188625.96000004,2368146.7,0.0,16911372.0,0.4753498431267911,0.45727546769758065,19279518.7,0.009958088461987763,0.04970819629166238,0.08090651001478634,0.20090651001478632
25,0.057,0.057,0.125,0.183,675960.53,965657.9000000001,1000000.0,0.0,340212947.997,339902226.50699997,310721.45900000003,237931558.5043,506068441.5,2380584.5,0.0,16911372.0,0.47310525935681225,0.45727546769758065,19291956.5,0.010005333109088079,0.04970819629166238,0.08097620834963394,0.20597620834963393
26,0.057,0.057,0.13,0.188,676057.69,965796.7,1000000.0,0.0,340212947.997,339906806.857,306141.125,237934764.75329998,506065235.26,2380926.7,0.0,16911372.0,0.4730436411944085,0.45727546785887097,19292298.7,0.010006636493278473,0.04970819629166238,0.08097811175153538,0.21097811175153539
27,0.057,0.057,0.135,0.193,678116.81,968738.3000000002,1000000.0,0.0,340212947.997,339999712.377,213235.742,237999798.3943,506000201.59,2388178.4,0.0,16911372.0,0.4717361336948369,0.45727546769758065,19299550.4,0.010034371525153341,0.04970819629166238,0.08101802854732643,0.21601802854732643
28,0.057,0.057,0.14,0.198,678162.08,968802.9714285714,1000000.0,0.0,340212947.997,340001652.177,211295.82200000001,238001156.4943,505998843.5,2388337.9,0.0,16911372.0,0.47170733513454804,0.45727546769758065,19299709.9,0.010034984431082793,0.04970819629166238,0.08101889599949931,0.2210188959994993
29,0.057,0.057,0.145,0.20299999999999999,678452.32,969217.6,1000000.0,0.0,340212947.997,340013676.44699997,199271.465,238009573.4543,505990426.53,2389360.0,0.0,16911372.0,0.4715222149500229,0.45727546769758065,19300732.0,0.010038923919414439,0.04970819629166238,0.08102441370948535,0.22602441370948534
