,elec_cost_(£/kWh),hydrogen_cost_(£/kWh),hydrogen_subsidy_(£/kWh),hydrogen_cost+subsidy_(£/kWh),electrolysis_capacity(hydrogen)_(kW),electrolysis_capacity(elec)_(kW),osw_capacity_(kW),battery_capactiy_(kW),osw_elec_produced_(kWh),osw_elec_consumed_by_electrolyser_(kWh),osw_elec_exported_to_grid_(kWh),green_hydrogen_prod_(kWh),alt_hydrogen_prod_(kWh),electrolysis_cost_(£),battery_cost_(£),osw_cost_(£),electrolysis_capfactor,osw_capfactor,total_system_cost_(£),LCOE(hydrogen)_(£/kWh),LCOE(osw_elec)_(£/kWh),LCOE(system)_(£/kWh),LCOE(system)+subsidy_(£/kWh)
14,0.048,0.058,0.07,0.128,681100.0,973000.0000000001,1000000.0,4000.0,5450977000.0,5450548763.199999,0,3815384134.2400002,4944615865.759999,59542068.0,202108.74,168962980.0,0.639474576487538,0.6222576484018265,228707156.74,0.01560578591960319,0.030996824972844318,0.05994341557578369,0.1299434155757837
15,0.048,0.058,0.075,0.133,681800.0,974000.0000000001,1000000.0,4000.0,5451609000.0,5451196584.0,0,3815837608.8,4944162391.200001,59603263.0,202108.74,168962980.0,0.6388939579758657,0.6223297945205479,228768351.74,0.01561996843433386,0.03099323153953264,0.0599523290017425,0.1349523290017425
16,0.048,0.058,0.08,0.138,682500.0,975000.0000000001,1000000.0,4000.0,5452217000.0,5451819944.0,0,3816273960.7999997,4943726039.200001,59664457.0,202108.74,168962980.0,0.6383116665495843,0.622399200913242,228829545.74,0.015634217462598684,0.03098977535193482,0.059961509076783055,0.13996150907678306
17,0.048,0.058,0.085,0.14300000000000002,683200.0,976000.0000000001,1000000.0,3000.0,5452217000.0,5451925467.2,0,3816347827.04,4943652172.960001,59725651.0,151581.55,168962980.0,0.6376700009356988,0.622399200913242,228840212.55,0.015649949560893103,0.03098977535193482,0.05996314353964191,0.1449631435396419
18,0.048,0.058,0.09,0.148,683900.0,977000.0000000001,1000000.0,3000.0,5452796000.0,5452516601.599999,0,3816761621.12,4943238378.88,59786846.0,151581.55,168962980.0,0.6370863889550997,0.6224652968036529,228901407.55,0.01566428609771443,0.030986484731869667,0.059972675863060744,0.14997267586306073
19,0.048,0.058,0.095,0.153,683900.0,977000.0000000001,1000000.0,4000.0,5453349000.0,5452984660.799999,0,3817089262.56,4942910737.44,59786846.0,202108.74,168962980.0,0.6371410782238051,0.6225284246575342,228951934.74,0.015662941547220425,0.030983342529517184,0.059980765182957564,0.15498076518295756
20,0.048,0.058,0.1,0.158,684600.0,978000.0000000001,1000000.0,3000.0,5453349000.0,5453081736.0,0,3817157215.2000003,4942842784.800001,59848040.0,151581.55,168962980.0,0.636500935652856,0.6225284246575342,228962601.55,0.015678694019120785,0.030983342529517184,0.059982491849763515,0.15998249184976351
21,0.048,0.058,0.105,0.163,685300.0,979000.0000000001,1000000.0,3000.0,5453867000.0,5453613559.999999,0,3817529492.0,4942470507.999999,59909234.0,151581.55,168962980.0,0.6359127942500268,0.6225875570776256,229023795.55,0.015693194807150947,0.030980399778725812,0.05999267223211802,0.16499267223211803
22,0.048,0.058,0.11,0.168,686000.0,980000.0000000001,1000000.0,2000.0,5453867000.0,5453702494.4,0,3817591746.0800004,4942408253.92,59970429.0,101054.37,168962980.0,0.6352742631627994,0.6225875570776256,229034463.37,0.015708968634893752,0.030980399778725812,0.059994488306712834,0.16999448830671282
23,0.048,0.058,0.115,0.17300000000000001,686000.0,980000.0000000001,1000000.0,3000.0,5454351000.0,5454112152.0,0,3817878506.4,4942121493.599999,59970429.0,151581.55,168962980.0,0.6353219821079117,0.6226428082191781,229084990.55,0.015707788736459307,0.03097765068658031,0.060003216489466445,0.17500321648946646
24,0.048,0.058,0.12,0.178,686700.0,981000.0000000001,1000000.0,2000.0,5454351000.0,5454197092.8,0,3817937964.9599996,4942062035.04,60031623.0,101054.37,168962980.0,0.6346842394537304,0.6226428082191781,229095657.37,0.015723572135260964,0.03097765068658031,0.06000507590028384,0.18000507590028383
25,0.048,0.058,0.125,0.183,686700.0,981000.0000000001,1000000.0,2000.0,5454351000.0,5454197092.8,0,3817937964.9599996,4942062035.04,60031623.0,101054.37,168962980.0,0.6346842394537304,0.6226428082191781,229095657.37,0.015723572135260964,0.03097765068658031,0.06000507590028384,0.18500507590028384
26,0.048,0.058,0.13,0.188,687400.0,982000.0000000001,1000000.0,2000.0,5454804000.0,5454660076.8,0,3818262053.76,4941737946.24,60092817.0,101054.37,168962980.0,0.6340917423206763,0.6226945205479452,229156851.37,0.015738264203428394,0.0309750781146307,0.060016009415681616,0.1900160094156816
27,0.048,0.058,0.135,0.193,687400.0,982000.0000000001,1000000.0,2000.0,5454804000.0,5454660076.8,0,3818262053.76,4941737946.24,60092817.0,101054.37,168962980.0,0.6340917423206763,0.6226945205479452,229156851.37,0.015738264203428394,0.0309750781146307,0.060016009415681616,0.19501600941568162
28,0.048,0.058,0.14,0.198,687400.0,982000.0000000001,1000000.0,2000.0,5454804000.0,5454660076.8,0,3818262053.76,4941737946.24,60092817.0,101054.37,168962980.0,0.6340917423206763,0.6226945205479452,229156851.37,0.015738264203428394,0.0309750781146307,0.060016009415681616,0.20001600941568162
29,0.048,0.058,0.145,0.20299999999999999,688100.0,983000.0000000001,1000000.0,2000.0,5455218000.0,5455084828.799999,0,3818559380.16,4941440619.839999,60154012.0,101054.37,168962980.0,0.6334960108139746,0.6227417808219178,229218046.37,0.01575306444428776,0.0309727273960454,0.0600273620363069,0.2050273620363069
