,hydrogen_cost_(£/kWh),hydrogen_subsidy_(£/kWh),hydrogen_cost+subsidy_(£/kWh),electrolysis_capacity(hydrogen)_(kW),osw_capacity_(kW),battery_capactiy_(kW),osw_elec_produced_(kWh),osw_elec_consumed_by_electrolyser_(kWh),osw_elec_exported_to_grid_(kWh),green_hydrogen_prod_(kWh),alt_hydrogen_prod_(kWh),electrolysis_cost_(£),battery_cost_(£),osw_cost_(£),electrolysis_capfactor,osw_capfactor,total_system_cost_(£),LCOE(hydrogen)_(£/kWh),LCOE(hydrogen)+subsidy_(£/kWh),LCOE(osw_elec)_(£/kWh)
20,0.044,0.2,0.244,77249.689,124140.0,0.0,61941284.0,60056662.435,336090.3,39036830.09415001,704963169.82,4508798.2,0.0,0.0,0.6792112477427247,0.6706493795593251,4508798.2,0.11550113544377368,0.3155011354437737,0.0
21,0.044,0.21,0.254,77866.961,124140.0,0.0,61941284.0,60229941.504999995,162809.40000000002,39149462.58815,704850537.71,4527043.0,0.0,0.0,0.6757711452766226,0.6706493795593251,4527043.0,0.11563486956702881,0.3256348695670288,0.0
22,0.044,0.22,0.264,78298.545,124140.0,0.0,61941284.0,60337831.945,54919.799999999996,39219590.87015,704780408.52,4539030.0,0.0,0.0,0.6732501077475769,0.6706493795593251,4539030.0,0.11573374171668507,0.3357337417166851,0.0
23,0.044,0.23,0.274,78419.591,124140.0,0.0,61941284.0,60364711.035,28040.024999999998,39237062.689150006,704762937.5999999,4542195.9,0.0,0.0,0.6725103614148749,0.6706493795593251,4542195.9,0.11576289326203888,0.3457628932620389,0.0
24,0.044,0.24,0.284,78467.122,124140.0,0.0,61941284.0,60374338.83499999,18412.875,39243320.309149995,704756680.0799999,4543385.3,0.0,0.0,0.6722101807810226,0.6706493795593251,4543385.3,0.11577474240732534,0.3557747424073253,0.0
25,0.044,0.25,0.294,78505.147,124140.0,0.0,61941284.0,60381344.215,11407.5,39247873.809149995,704752126.01,4544296.4,0.0,0.0,0.6719625473815809,0.6706493795593251,4544296.4,0.11578452433111351,0.3657845243311135,0.0
26,0.044,0.26,0.304,78522.259,124140.0,0.0,61941284.0,60384184.835,8566.349999999999,39249720.63915,704750279.45,4544688.3,0.0,0.0,0.6718477223009157,0.6706493795593251,4544688.3,0.11578906106829351,0.3757890610682935,0.0
27,0.044,0.27,0.314,78534.3,124140.0,0.0,61941284.0,60386055.385000005,6696.3,39250936.14615001,704749064.03,4544956.6,0.0,0.0,0.6717655165327804,0.6706493795593251,4544956.6,0.11579231086557917,0.3857923108655792,0.0
28,0.044,0.28,0.324,78545.074,124140.0,0.0,61941284.0,60387591.535,5159.700000000001,39251934.95815,704748065.5899999,4545188.8,0.0,0.0,0.6716904626544452,0.6706493795593251,4545188.8,0.11579528002494736,0.3957952800249474,0.0
29,0.044,0.29,0.33399999999999996,78547.609,124140.0,0.0,61941284.0,60387928.885,4822.35,39252154.23415,704747845.8900001,4545242.0,0.0,0.0,0.6716725370990488,0.6706493795593251,4545242.0,0.11579598849241163,0.4057959884924116,0.0
30,0.044,0.3,0.344,78550.144,124140.0,0.0,61941284.0,60388248.535,4503.525,39252361.46715,704747639.03,4545294.2,0.0,0.0,0.671654406630656,0.6706493795593251,4545294.2,0.11579670700332059,0.4157967070033206,0.0
